tick,note,channel
40.4341,69,2.0
40.4407,69,2.0
40.4473,69,2.0
40.4539,69,2.0
40.4605,69,2.0
40.4671,69,2.0
40.4737,69,2.0
40.4803,69,2.0
40.4869,69,2.0
40.4935,69,2.0
40.5001,69,2.0
40.5067,69,2.0
40.5133,69,2.0
40.5199,69,2.0
40.5265,69,2.0
40.5331,69,2.0
40.5397,69,2.0
40.5463,69,2.0
40.5529,69,2.0
40.5595,69,2.0
40.5661,69,2.0
40.5727,69,2.0
40.5793,69,2.0
40.5859,69,2.0
40.5925,69,2.0
40.5991,69,2.0
40.6057,69,2.0
40.6123,69,2.0
40.6189,69,2.0
40.6255,69,2.0
40.6321,69,2.0
40.6387,69,2.0
40.6453,69,2.0
40.6519,69,2.0
40.6585,69,2.0
40.6651,69,2.0
40.6717,69,2.0
40.6783,69,2.0
40.6849,69,2.0
40.6915,69,2.0
40.6981,69,2.0
40.7047,69,2.0
40.7113,69,2.0
40.7179,69,2.0
40.7245,69,2.0
40.7311,69,2.0
40.7377,69,2.0
40.7443,69,2.0
40.7509,69,2.0
40.7575,69,2.0
40.7641,69,2.0
40.7707,69,2.0
40.7773,69,2.0
40.7839,69,2.0
40.7905,69,2.0
40.7971,69,2.0
40.8037,69,2.0
40.8103,69,2.0
40.8169,69,2.0
40.8235,69,2.0
40.8301,69,2.0
40.8367,69,2.0
40.8433,69,2.0
40.8499,69,2.0
40.8565,69,2.0
40.8631,69,2.0
40.8697,69,2.0
40.8763,69,2.0
40.8829,69,2.0
40.8895,69,2.0
40.8961,69,2.0
40.9027,69,2.0
40.9093,69,2.0
40.9159,69,2.0
40.9225,69,2.0
40.9291,69,2.0
40.9357,69,2.0
40.9423,69,2.0
40.9489,69,2.0
40.9555,69,2.0
40.9621,69,2.0
40.9687,69,2.0
40.9753,69,2.0
40.9819,69,2.0
40.9885,69,2.0
40.9951,69,2.0
41.0017,69,2.0
41.0083,69,2.0
41.0149,69,2.0
41.0215,69,2.0
41.0281,69,2.0
41.0347,69,2.0
41.0413,69,2.0
41.0479,69,2.0
41.0545,69,2.0
41.0611,69,2.0
41.0677,69,2.0
41.0743,69,2.0
41.0809,69,2.0
41.0875,69,2.0
41.0941,69,2.0
41.1007,69,2.0
41.1073,69,2.0
41.1139,69,2.0
41.1205,69,2.0
41.1271,69,2.0
41.1337,69,2.0
41.1403,69,2.0
41.1469,69,2.0
41.1535,69,2.0
41.1601,69,2.0
41.1667,69,2.0
41.1733,69,2.0
41.1799,69,2.0
41.1865,69,2.0
41.1931,69,2.0
41.1997,69,2.0
41.2063,69,2.0
41.2129,69,2.0
41.2195,69,2.0
41.2261,69,2.0
41.2327,69,2.0
41.2393,69,2.0
41.2459,69,2.0
41.2525,69,2.0
41.2591,69,2.0
41.2657,69,2.0
41.2723,69,2.0
41.2789,69,2.0
41.2855,69,2.0
41.2921,69,2.0
41.2987,69,2.0
41.3053,69,2.0
41.3119,69,2.0
41.3185,69,2.0
41.3251,69,2.0
41.3317,69,2.0
41.3383,69,2.0
41.3449,69,2.0
41.3515,69,2.0
41.3581,69,2.0
41.3647,69,2.0
41.3713,69,2.0
41.3779,69,2.0
41.3845,69,2.0
41.3911,69,2.0
41.3977,69,2.0
41.4043,69,2.0
41.4109,69,2.0
41.4175,69,2.0
41.4241,69,2.0
41.4307,69,2.0
41.4373,69,2.0
41.4439,69,2.0
41.4505,69,2.0
41.4571,69,2.0
41.4637,69,2.0
41.4703,69,2.0
41.4769,69,2.0
41.4835,69,2.0
41.4901,69,2.0
41.4967,69,2.0
41.5033,69,2.0
41.5099,69,2.0
41.5165,69,2.0
41.5231,69,2.0
41.5297,69,2.0
41.5363,69,2.0
41.5429,69,2.0
41.5495,69,2.0
41.5561,69,2.0
41.5627,69,2.0
41.5693,69,2.0
41.5759,69,2.0
41.5825,69,2.0
41.5891,69,2.0
41.5957,69,2.0
41.6023,69,2.0
41.6089,69,2.0
41.6155,69,2.0
41.6221,69,2.0
41.6287,69,2.0
41.6353,69,2.0
41.6419,69,2.0
41.6485,69,2.0
41.6551,69,2.0
41.6617,69,2.0
41.6683,69,2.0
41.6749,69,2.0
41.6841,69,2.0
59.3682,69,2.0
59.3748,69,2.0
59.3814,69,2.0
59.388,69,2.0
59.3946,69,2.0
59.4012,69,2.0
59.4078,69,2.0
59.4144,69,2.0
59.421,69,2.0
59.4276,69,2.0
59.4342,69,2.0
59.4408,69,2.0
59.4474,69,2.0
59.454,69,2.0
59.4606,69,2.0
59.4672,69,2.0
59.4738,69,2.0
59.4804,69,2.0
59.487,69,2.0
59.4936,69,2.0
59.5002,69,2.0
59.5068,69,2.0
59.5134,69,2.0
59.52,69,2.0
59.5266,69,2.0
59.5332,69,2.0
59.5398,69,2.0
59.5464,69,2.0
59.553,69,2.0
59.5596,69,2.0
59.5662,69,2.0
59.5728,69,2.0
59.5794,69,2.0
59.586,69,2.0
59.5926,69,2.0
59.5992,69,2.0
59.6058,69,2.0
59.6124,69,2.0
59.619,69,2.0
59.6256,69,2.0
