Part Number,Description,Category,Quality Control Group,Material Cost
FPC251,The Epic Dad Co. TEDCO Pre-Workout Citrus 30 serv,Powder,08 Final Release,12.33
FPC252,Beyond Raw LIT AF Ice Tea Lemonade 20 serv,Powder,08 Final Release,12.85
FPC253,Raw Supplements Thavage CBUM Blackberry Lemonade 40 serv,Powder,08 Final Release,0.91
FPC254,Raw Supplements Thavage CBUM Rocket Candy 40 serv,Powder,08 Final Release,0.91
FPC255,Evertrain Pre Salted Watermelon 25 serv,Powder,08 Final Release,10.95
FPC256,Genius Consciousness Snow Cone 15 serv,Powder,08 Final Release,7.21
FPC256-LS,Genius Consciousness Snow Cone 15 serv (Lid Sticker),Powder,08 Final Release,7.21
FPC257,Genius Pre Sour Cherry 20 serv,Powder,08 Final Release,11.26
FPC257-LS,Genius Pre Sour Cherry 20 serv (Lid Sticker),Powder,08 Final Release,11.26
FPC258,Kiala Nutrition Super Greens Watermelon 30 serv,Powder,08 Final Release,2.86
FPC259,Kiala Nutrition Super Greens Orange Dreamsicle 30 serv,Powder,08 Final Release,2.47
FPC260,Legion Athletics Whey Chocolate Peanut Butter (Glanbia) 71 serv,Powder,08 Final Release,6.05
FPC261,Legion Athletics Whey Chocolate Peanut Butter (Glanbia) 30 serv,Powder,08 Final Release,2.69
FPC262,Podium Nutrition Pump Watermelon Mint 40/20 serv,Powder,08 Final Release,5.48
FPC263,Podium Nutrition Pump Neutral 40/20 serv,Powder,08 Final Release,7.98
FPC264,Citadel Nutrition Tier 1+ Pre-Workout 30 serv,Powder,08 Final Release,7.59
FPC265,Ramped Up Media Really Awesome Sleep  25 serv,Powder,08 Final Release,69.50
FPC266,Podium Nutrition Creatine 50 serv,Powder,08 Final Release,5.29
FPC267,Podium Nutrition Beta Alanine 30/60 serv,Powder,08 Final Release,0.71
FPC268,Podium Nutrition L-Citrulline 30 serv,Powder,08 Final Release,1.09
FPC269,Kiala Nutrition Super Greens Strawberry Swirl 30 serv,Powder,08 Final Release,6.34
FPC270,GNC AMP Tri-Phase Pre-Workout Cherry Lime 30 serv,Powder,08 Final Release,13.36
FPC271,GNC AMP Tri-Phase Pre-Workout Lemonade 30 serv,Powder,08 Final Release,13.44
FPC272,GNC AMP Tri-Phase Pre-Workout Lemon Lime 30 serv,Powder,08 Final Release,13.36
FPC273,RT Nutrition Creatine 60 serv,Powder,08 Final Release,4.50
FPC274,GNC AMP Pre-Workout Cherry Lime Sachet,Powder,08 Final Release,0.43
FPC275,RT Nutrition ISO Whey Vanilla 30 serv,Powder,08 Final Release,14.75
FPC276,RT Nutrition Collagen Joint Vanilla 35 serv,Powder,08 Final Release,6.08
FPC277,Twenty2 Nutrition Grass Fed Whey Protein Strawberries and Cream 25 serv,Powder,08 Final Release,15.36
FPC278,Podium Nutrition Hydro & Salt Dreampop 30 serv,Powder,08 Final Release,5.33
FPC279,Podium Nutrition Fuse Dreampop 30 serv,Powder,08 Final Release,7.50
FPC280,Legion Athletics Stim Free Pulse Strawberry Kiwi 20 serv,Powder,08 Final Release,5.64
FPC281,Legion Athletics Stim Free Pulse Arctic Blast 20 serv,Powder,08 Final Release,5.66
FPC282,Legion Athletics Pulse Pina Colada 20 serv,Powder,08 Final Release,6.15
FPC283,Legion Athletics Pulse Rainbow Sherbet 20 serv,Powder,08 Final Release,6.30
FPC284,NutraChamps Beet Heat Black Cherry  60 serv (UPC),Powder,08 Final Release,2.62
FPC285,NutraChamps Beet Heat Black Cherry 60 sev (Amazon),Powder,08 Final Release,2.62
FPC286,BEAM Pre-Workout Sour Cherry 40 serv,Powder,08 Final Release,8.41
FPC287,Beyond Raw LIT Spiced CIder 30 serv,Powder,08 Final Release,10.70
FPC288,Beyond Raw LIT AF Spiced Cider 20 serv,Powder,08 Final Release,11.60
FPC289,Jacked Factory Creatine Monohydrate 200 serv (CANADA),Powder,08 Final Release,21.32
FPC290,GNC X Test Boosting Pre-Workout Pink Kiwi 30 serv,Powder,08 Final Release,10.33
FPC291,GNC X Test Boosting Pre-Workout Sour Blue Raspberry 30 serv,Powder,08 Final Release,11.52
FPC292,Kiala Nutrition Super Greens Apple 30 serv,Powder,08 Final Release,6.45
FPC293,Podium Nutrition Whey Mudpie 25 serv,Powder,08 Final Release,10.22
FPC294,Legion Athletics Recharge Sour Candy 30 serv,Powder,08 Final Release,7.85
FPC295,Twenty2 Nutrition Non-Stim Electrolytes Lemonade 30 serv,Powder,08 Final Release,5.13
FPC296,Jacked Factory Creatine Unflavored 85 serv (CANADA),Powder,08 Final Release,9.24
FPC296-I,Jacked Factory Creatine Unflavored 85 serv CANADA (Pack Out),Powder,08 Final Release,9.24
FPC297,Chuckies Munchies Earlybird Morning Cocktail Blue Razz Chiller 45 serv,Powder,08 Final Release,7.34
FPC298,Podium Nutrition HWPO Athlete Pre-Workout Orange Dreampop 25 serv,Powder,08 Final Release,5.60
FPC299,Podium Nutrition HWPO Salt Blackberry 30 serv,Powder,08 Final Release,1.41
FPC300,Podium Nutrition HWPO Series Whey Chocolate Peanut Butter 25 serv,Powder,08 Final Release,9.07
FPC301,Podium Nutrition Craig Richey Creatine Sour Cherry 50 serv,Powder,08 Final Release,6.94
FPC302,Jacked Factory L-Glutamine 100 serv,Powder,08 Final Release,6.34
FPC302-I,Jacked Factory L-Glutamine 100 serv (Pack Out),Powder,08 Final Release,6.34
FPC303,Chuckies Munchies Early Bird Pink Guava Sachet Sample,Powder Stick Pack,08 Final Release,0.12
FPC304,Chuckies Munchies Early Bird Blue Slushie Sachet Sample,Powder Stick Pack,08 Final Release,0.15
FPC305,Legion Athletics Pulse Peach Rings 20 serv,Powder,08 Final Release,5.66
FPC306,Beyond Raw Lit Fruit Punch 15 serv,Powder,08 Final Release,5.68
FPC307,Genius Brilliant Brew Unsweetened 30 serv,Powder,08 Final Release,4.87
FPC307-LS,Genius Brilliant Brew Unsweetened 30 serv (Lid Sticker),Powder,08 Final Release,4.87
FPC308,Podium Nutrition Brooke Wells Morning Collagen Cinnamon Roll 20 serv,Powder,08 Final Release,3.93
FPC309,Podium Nutrition Sleepytime Collagen Hot Chocolate 25 serv,Powder,08 Final Release,2.13
FPC310,Javia Wellness TapOut Pre-Workout Black Cherry 30 serv,Powder,08 Final Release,10.00
FPC311,Javia Wellness TapOut Pre-Workout Rainbow Sherbet 30 serv,Powder,08 Final Release,10.05
FPC312,Javia Wellness TapOut Pre-Workout Watermelon Lime 30 serv,Powder,08 Final Release,9.98
FPC313,Legion Athletics Pump Surge Unflavored 30 serv,Powder,08 Final Release,4.81
FPC314,Legion Athletics Strength Booster Blue Raspberry 30 serv,Powder,08 Final Release,9.15
FPC315,Chuckies Munchies Nightcap Strawberry Shortcake 45 serv,Powder,08 Final Release,9.66
FPC316,Jacked Factory L-Glutamine 200 serv,Powder,08 Final Release,12.36
FPC316-I,Jacked Factory L-Glutamine 200 serv (Pack Out),Powder,08 Final Release,12.36
FPC317,Jacked Factory L-Glutamine CANADA 200 serv,Powder,08 Final Release,12.36
FPC317-I,Jacked Factory L-Glutamine 200 serv CANADA (Pack Out),Powder,08 Final Release,12.36
FPC318,Force Factor Smarter Greens Superfoods Unflavored 30 serv FFS-00756-FG,Powder,08 Final Release,5.34
FPC319,Force Factor Smarter Greens Energy Lemon Lime 30 serv FFS-00757-FG,Powder,08 Final Release,7.30
FPC320,Jacked Factory Mushroom Complex 30 serv,Powder,08 Final Release,3.15
FPC320-I,Jacked Factory Mushroom Complex 30 serv (Pack Out),Powder,08 Final Release,3.15
FPC321,Genius Hydrate Blue Raspberry 50 serv,Powder,08 Final Release,5.68
FPC321-LS,Genius Hydrate Blue Raspberry 50 serv (Lid Sticker),Powder,08 Final Release,5.68
FPC322,Genius Hydrate Sour Peach Rings 50 serv,Powder,08 Final Release,4.96
FPC322-LS,Genius Hydrate Sour Peach Rings 50 serv (Lid Sticker),Powder,08 Final Release,4.96
FPC323,Kiala Super Greens Raspberry Cotton Candy 30 serv,Powder,08 Final Release,6.33
FPC324,Dr. Mitch Muscle Fuel RX Blood Orange,Powder,08 Final Release,26.14
FPC325,Legion Athletics Whey Chocolate Hazelnut 30 serv,Powder,08 Final Release,2.37
FPC326,Genius Muscle Builder Salted Caramel 30 serv,Powder,08 Final Release,21.98
FPC326-LS,Genius Muscle Builder Salted Caramel 30 serv (Lid Sticker),Powder,08 Final Release,21.98
FPC329,Jacked Factory Pumpsurge Max Watermelon Candy 20 serv,Powder,08 Final Release,7.86
FPC329-I,Jacked Factory Pumpsurge Max Watermelon Candy 20 serv (Pack Out),Powder,08 Final Release,7.86
FPC330,Force Factor Smarter Greens Digestion Powder Pomegranate 30 serv FFS-00758-FG,Powder,08 Final Release,7.05
FPC331,Jacked Factory Pumpsurge Max Blue Raspberry 20 serv,Powder,08 Final Release,8.06
FPC331-I,Jacked Factory Pumpsurge Max Blue Raspberry 20 serv (Pack Out),Powder,08 Final Release,8.06
FPC332,Jacked Factory Pumpsurge Max Cherry Limeade 20 serv,Powder,08 Final Release,7.81
FPC332-I,Jacked Factory Pumpsurge Max Cherry Limeade 20 serv (Pack Out),Powder,08 Final Release,7.81
FPC333,NutraChamps Super Greens Unflavored 30 serv AMZ,Powder,08 Final Release,1.64
FPC334,NutraChamps Super Greens Berry 30 serv AMZ,Powder,08 Final Release,2.06
FPC335,VNDL Project Greens Pineapple Mango 30 serv,Powder,08 Final Release,7.29
FPC336,VNDL Project Greens Lemon Lime 30 serv,Powder,08 Final Release,7.59
FPC337,VNDL Project Greens Mixed Berry 30 serv,Powder,08 Final Release,7.40
FPC338,Chuckies Munchies Earlybird Morning Cocktail Creamy Caramel Coffee 45 serv,Powder,08 Final Release,6.02
FPC339,LYTNG Hydration Lemonade 30 serv,Powder,08 Final Release,3.41
FPC340,LYTNG Immunity Berry 30 serv,Powder,08 Final Release,4.15
FPC341,Kiala Nutrition Super Greens Miami Vice  30 serv,Powder,08 Final Release,6.35
FPC342,Revive MD Supplements GI+ 30 serv,Powder,08 Final Release,2.53
FPC343,Raw Supplements Creatine 100 serv,Powder,08 Final Release,0.77
FPC344,NutraChamps Super Greens Antioxidant 30 serv AMZ,Powder,08 Final Release,2.21
FPC345,RT Nutrition Sleep 30 serv,Powder,08 Final Release,0.00
FPC346,NutraChamps Super Greens Antioxidant 30 serv UPC,Powder,08 Final Release,2.95
FPC347,NutraChamps Super Greens Unflavored 30 serv UPC,Powder,08 Final Release,1.64
FPC348,NutraChamps Super Greens Mixed Berry 30 serv UPC,Powder,08 Final Release,2.06
FPC349,Force Factor Marine Collagen Unflavored 30 serv FFS-01238-FG,Powder,08 Final Release,1.73
FPC350,Genius Brilliant Brew Salted Caramel 30 serv,Powder,08 Final Release,6.03
FPC350-LS,Genius Brilliant Brew Salted Caramel 30 serv (Lid Sticker),Powder,08 Final Release,6.03
FPC351,Raw Synergies ThermoPre Apple Cinnamon 24 serv,Powder,08 Final Release,6.91
FPC352,Raw Synergies ThermoPre Spicy Mojito 24 serv,Powder,08 Final Release,6.58
FPC353,Kiala Nutrition Super Greens Pink Lemonade,Powder,08 Final Release,0.00
FPC354,Podium Nutrition Creatine Flavorless 40serv (Target),Powder,08 Final Release,4.08
FPC355,Podium Nutrition Athlete Preworkout Blue Raspberry 25serv (Target),Powder,08 Final Release,3.88
FPC356,Podium Nutrition Hydro + Electrolytes Blue Raspberry 25serv (Target),Powder,08 Final Release,1.96
FPC357,Podium Nutrition Whey Protein Chocolate Brownie 15serv (Target),Powder,08 Final Release,5.07
FPC358,Podium Nutrition Whey Protein Vanilla Ice Cream 15serv  (Target),Powder,08 Final Release,4.86
FPC359,Force Factor Magnesium Glycinate Unflavored 50 serv FFS-01239-FG,Powder,08 Final Release,3.40
FPC360,Raw Supplements Essentials Preworkout Sour Watermelon 60 serv,Powder,08 Final Release,7.89
FPC361,Raw Supplements Essentials Preworkout Blue Raspberry 30 serv,Powder,08 Final Release,5.09
FPC361-W,Raw Supplements Essentials Preworkout Blue Raspberry 30 serv (Walmart),Powder,08 Final Release,0.00
FPC362,Force Factor Matcha Green Tea Powder Unflavored 84serv. FFS-01246-FG,Powder,08 Final Release,5.11
FPC363,Raw Supplements Essentials Preworkout Sour Watermelon 30 serv,Powder,08 Final Release,4.51
FPC364,Raw Supplements Pump 2 Unflavored 20 serv,Powder,08 Final Release,2.85
FPC365,EHPLabs Oxyshred Non-Stim Raspberry Kisses 60serv,Powder,08 Final Release,3.03
FPC366,EHP Labs Oxyshred Hardcore Watermelon Jolly Candy 40 serv (US),Powder,08 Final Release,2.13
FPC367,Raw Supplements Creatine 100 serv (SAMS),Powder,08 Final Release,0.69
FPC368,Jacked Factory Creatine Monohydrate 30 serv,Powder,08 Final Release,3.74
FPC368-I,Jacked Factory Creatine Monohydrate 30 serv (Pack Out),Powder,08 Final Release,2.26
FPC369,Jacked Factory Creatine Monohydrate 50 serv,Powder,08 Final Release,5.69
FPC369-I,Jacked Factory Creatine Monohydrate 50 serv (Pack Out),Powder,08 Final Release,3.44
FPC370,Raw Supplements Endurance Fuel Lemon Lime 60 serv,Powder,08 Final Release,4.53
FPC371,Raw Supplements Endurance Fuel Orange 60 serv,Powder,08 Final Release,4.53
FPC372,Legion Athletics Recharge Arctic Blast 30serv,Powder,08 Final Release,7.46
FPC373,Jacked Factory Creatine 200 serv (US),Powder,08 Final Release,11.51
FPC374,EHP Labs Oxyshred Thermogenic Passionfruit 60 serv (US),Powder,08 Final Release,2.00
FPC375,EHP Labs Oxyshred Thermogenic Cosmic Blast 60 serv (US),Powder,08 Final Release,6.20
FPC376,EHP Labs Oxyshred Thermogenic Juicy Watermelon 60 serv (US),Powder,08 Final Release,2.29
FPC377,EHPLabs Oxyshred Hardcore Watermelon 40serv,Powder,08 Final Release,0.00
FPC378,EHPLabs Oxyshred Non-Stim Raspberry Kisses,Powder,08 Final Release,0.00
FPC379,Raw Supplements Endurance Fuel Orange Sachets,Powder,08 Final Release,0.00
FPC380,Raw Supplements Endurance Replenish Lemon Lime Sachets,Powder,08 Final Release,0.00
FPC381,Raw Supplements Endurance Fuel Lemon Lime Sachets,Powder,08 Final Release,0.00
FPC382,Raw Supplements Endurance Replenish Watermelon Mojito Sachets,Powder,08 Final Release,0.00
FPC383,PRIME Hydration Tropical Punch Stick Packs,Powder Stick Pack,08 Final Release,0.01
FPC383-K,PRIME Hydration Tropical Punch Stick Packs (Kitted),Powder Stick Pack,08 Final Release,2.01
FPC384,PRIME Hydration Ice Pop Stick Packs,Powder Stick Pack,08 Final Release,0.01
FPC384-K,PRIME Hydration Ice Pop Stick Packs (Kitted),Powder Stick Pack,08 Final Release,2.01
FPC385,Raw Supplements Endurance Replenish Watermelon Mojito 60 serv,Powder,08 Final Release,0.00
FPC386,Raw Supplements Endurance Replenish Lemon Lime 60 serv,Powder,08 Final Release,0.00
FPC387,Podium Nutrition Athlete PRE Blue Raspberry 25 serv,Powder,08 Final Release,5.89
FPC388,Podium Nutrition Athlete PRE Sour Watermelon 25 serv,Powder,08 Final Release,5.42
FPC389,Podium Nutrition Athlete Salt + Electrolyte Strawberry 30 serv,Powder,08 Final Release,1.26
FPC390,Podium Nutrition Athlete Salt + Electrolyte Tropical Lime 30 serv,Powder,08 Final Release,1.14
FPC391,Podium Nutrition Neapolitan Whey Protein Vanilla Buttercream 25 serv,Powder,08 Final Release,10.47
FPC392,Legion Athletics Mushroom Complex Cocoa 30 serv,Powder,08 Final Release,0.00
FPC393,Legion Athletics Mushroom Complex Caramel Macchiato 30 serv,Powder,08 Final Release,0.00
FPC394,Raw Supplements Endurance Replenish Chocolate 60 serv,Powder,08 Final Release,0.00
FPC395,Raw Supplements Creatine 50 serv,Powder,08 Final Release,0.81
FPC395-W,Raw Supplements Creatine 50 serv (Walmart),Other,08 Final Release,2.44
FPC396,LYTNG Hydration Lemonade Stick Packs,Powder,08 Final Release,0.09
FPC396-K,LYTNG Hydration Lemonade Stick Packs (Kitted),Kitted,08 Final Release,10.05
FPC397,LYTNG Immunity Berry Stick Packs,Powder,08 Final Release,0.12
FPC397-K,LYTNG Immunity Berry Stick Packs (Kitted),Kitted,08 Final Release,10.65
FPC398,EHP Labs Oxyshred Thermogenic Kiwi Strawberry 60 serv (US),Powder,08 Final Release,2.26
FPC399,EHP Labs Oxyshred Non-Stim Thermogenic Mojito 60 serv (US),Powder,08 Final Release,4.00
FPC400,EHP Labs Oxyshred Thermogenic Kiwi Strawberry 60 serv (UK),Powder,08 Final Release,2.26
FPC401,EHP Labs Oxyshred Thermogenic Passionfruit 60 serv (CA),Powder,08 Final Release,2.00
FPC402,EHP Labs Oxyshred Thermogenic Juicy Watermelon 60 serv (CA),Powder,08 Final Release,2.29
FPC403,EHP Labs Oxyshred Thermogenic Juicy Watermelon 60 serv (UK),Powder,08 Final Release,2.29
FPC404,EHP Labs Oxyshred Hardcore Watermelon Jolly Candy 40 serv (CA),Powder,08 Final Release,2.13
FPC405,EHP Labs Oxyshred Thermogenic Passionfruit 60 serv (AU),Powder,08 Final Release,2.00
FPC406,EHP Labs Oxyshred Thermogenic Cosmic Blast 60 serv (AU),Powder,08 Final Release,6.20
FPC407,EHP Labs Oxyshred Thermogenic Juicy Watermelon 60 serv (AU),Powder,08 Final Release,2.29
FPC408,EHP Labs Oxyshred Hardcore Watermelon Jolly Candy 40 serv (AU),Powder,08 Final Release,2.13
FPC409,EHP Labs Oxyshred Non-Stim Thermogenic Mojito 60 serv (AU),Powder,08 Final Release,4.00
FPC410,Podium Nutrition Whey Iso (Neapolitan) Chocolate Ripple 25 serv,Powder,08 Final Release,11.26
FPC411,Dietary Sciences Colostrum Powder Blend 30 serv,Powder,08 Final Release,1.55
FPC412,EHP Labs Oxyshred Thermogenic Kiwi Strawberry 60 serv (AU),Powder,08 Final Release,2.26
FPC413,Raw Supplements Protein Grass Fed Dark Chocolate 25 Serv (SAMS),Powder,08 Final Release,4.16
FPC414-W,Raw Supplements Cbum Thavage Blackberry Lemonade 15 Serv (Walmart),Powder,08 Final Release,5.69
FPC415,Raw Supplements CBum Itholate Vanilla Oatmeal Cookie 15 Serv,Powder,08 Final Release,2.86
FPC415-W,Raw Supplements CBUM Itholate Vanilla Oatmeal Cookie 15 serv (Walmart),Other,08 Final Release,2.86
FPC416,Raw Supplements CBum Itholate Chocolate Peanut Butter 15 Serv,Powder,08 Final Release,3.57
FPC416-W,Raw Supplements CBum Itholate Chocolate Peanut Butter 15 Serv (Walmart),Powder,08 Final Release,3.57
FPC417,Raw Supplements Essentials Preworkout Peach Mango 30 serv,Powder,08 Final Release,0.00
FPC417-W,Raw Supplements Essentials Preworkout Peach Mango 30 serv (Walmart),Powder,08 Final Release,4.83
FPC418,Go Supplements Pre-Workout Blue Razz 30 serv,Powder,08 Final Release,0.00
FPC419,Go Supplements Pre-Workout Orange Passionfruit 30 serv,Powder,08 Final Release,0.00
FPC420,Go Supplements Carb Strawberry Lemonade 25 serv,Powder,08 Final Release,0.00
FPC421,Go Supplements Protein Lemonade  25 serv,Powder,08 Final Release,0.00
FPC422,Go Supplements Protein Sour Orchard  25 serv,Powder,08 Final Release,0.00
FPC423,Nature's Rise Morning Magic 30 serv,Powder,08 Final Release,7.06
FPC424,Raw Supplements Protein Grass Fed Dark Chocolate 25 Serv,Powder,08 Final Release,4.42
FPC425,EHP Labs Oxyshred Non-Stim Thermogenic Raspberry Kisses 60 serv (US),Powder,08 Final Release,0.00
FPC426,Alani Nutrition Pre-Workout Hawaiian Shaved Ice 25 serv,Powder,08 Final Release,3.07
FZZ123,Test,Powder,08 Final Release,0.00
FZZ124,Test #2,Powder,08 Final Release,0.00
FZZ125,Test #3,Powder,08 Final Release,0.00
FZZ126,last test,Capsule,08 Final Release,0.00
GENT1ML (deleted),GENT1ML (deleted),Other,,0.00
GENT1MS (deleted),GENT1MS (deleted),Other,,0.00
GENT1MXL (deleted),GENT1MXL (deleted),Other,,0.00
GENT2ML (deleted),GENT2ML (deleted),Other,,0.00
GENT2MM (deleted),GENT2MM (deleted),Other,,0.00
GENT2MML (deleted),GENT2MML (deleted),Other,,0.00
GENT2MMM (deleted),GENT2MMM (deleted),Other,,0.00
GENT2MMS (deleted),GENT2MMS (deleted),Other,,0.00
GENT2MMXL (deleted),GENT2MMXL (deleted),Other,,0.00
GENT2WM (deleted),GENT2WM (deleted),Other,,0.00
GENT2WS (deleted),GENT2WS (deleted),Other,,0.00
GENT3ML (deleted),GENT3ML (deleted),Other,,0.00
GENT3MM (deleted),GENT3MM (deleted),Other,,0.00
GENT3MS (deleted),GENT3MS (deleted),Other,,0.00
GENT3MXL (deleted),GENT3MXL (deleted),Other,,0.00
GENT3WM (deleted),GENT3WM (deleted),Other,,0.00
GENT3WS (deleted),GENT3WS (deleted),Other,,0.00
RAA001,Acetyl-L-Carnitine HCl,Amino Acids,RAA001,19.57
RAA004,BCAA 2-1-1 (instantized),Amino Acids,RAA004,12.00
RAA005,"BCAA Vegan, instant 2:1:1",Amino Acids,RAA005,8.95
RAA006,Beta Alanine,Amino Acids,RAA006,3.90
RAA017,D-Aspartic acid,Amino Acids,Multiple,13.47
RAA019,DISCONTINUED Creatine mono instant,Amino Acids,,0.00
RAA021,DL-Phenylalanine,Amino Acids,RAA021,23.50
RAA024,Glycine-Propionyl-L-Carnitine H,Amino Acids,RAA024,103.00
RAA025,L-Alanine (vegan),Amino Acids,RAA025,2.90
RAA026,L-Alanyl-L-Glutamine,Amino Acids,RAA026,48.00
RAA027,L-Arginine Fermented,Amino Acids,RAA027,10.82
RAA028,L-Arginine AKG 2 to 1,Amino Acids,RAA028,19.57
RAA029,L-Arginine base,Amino Acids,RAA029,12.00
RAA030,L-Arginine HCl,Amino Acids,RAA030,8.24
RAA031,L-Aspartic Acid,Amino Acids,RAA031,11.98
RAA032,L-Carnitine,Amino Acids,RAA032,65.00
RAA033,L-Carnitine-L-Tartrate,Amino Acids,RAA033,19.50
RAA034,L-Carnosine,Amino Acids,RAA034,278.10
RAA035,IBAF191205,Amino Acids,,27.00
RAA036,L-Citrulline Base High Density,Amino Acids,RAA036,8.50
RAA036z,L-Citrulline Base,Amino Acids,,0.00
RAA037,L-Citrulline Base,Amino Acids,RAA037,15.50
RAA038,L-Citrulline Malate 2 to 1,Amino Acids,RAA038,7.75
RAA038.xxxx,L-Citrulline Malate 2:1,Amino Acids,,0.00
RAA039,L-Citrulline Vegan,Amino Acids,RAA039,11.07
RAA040,L-Citrulline Vegan (Kyowa),Amino Acids,RAA040,25.24
RAA041,L-Cysteine,Amino Acids,RAA041,0.00
RAA042,L-Cysteine monohydrate HCl,Amino Acids,RAA042,9.89
RAA043,L-Glutamine,Amino Acids,RAA043,9.79
RAA044,L-Glutamine Fermented (Kyowa),Amino Acids,RAA044,11.00
RAA047,L-Glycine,Amino Acids,RAA047,7.21
RAA048,L-Histidine Base,Amino Acids,RAA048,50.00
RAA049,L-Histidine HCl,Amino Acids,RAA049,62.00
RAA050,L-Histidine HCl Ajinomoto,Amino Acids,RAA050,58.00
RAA051,L-Isoleucine Ajinomoto,Amino Acids,RAA051,28.00
RAA052,"L-Isoleucine, instantized, vegan",Amino Acids,RAA052,11.40
RAA053,L-Leucine Ajinomoto,Amino Acids,RAA053,14.00
RAA054,L-Leucine Instant Fermented,Amino Acids,RAA054,8.76
RAA055,L-Leucine Instantized,Amino Acids,RAA055,13.91
RAA056,"L-Leucine, non-instantized",Amino Acids,RAA056,10.30
RAA057,L-Lysine HCl Ajinomoto,Amino Acids,RAA057,0.00
RAA058,"L-Lysine Monohydrate HCl, Granular",Amino Acids,RAA058,9.00
RAA059,"L-Lysine Monohydrate HCl, Powder",Amino Acids,RAA059,9.00
RAA060,L-Methionine,Amino Acids,RAA060,11.33
