id,detailed_type,categ_id,default_code,name,sale_ok,purchase_ok,uom_id,uom_po_id,route_ids
setup.product_template.0463,product,Components / Neckbands,CNA001,Neckband - 152x33+7 .05 Preformed Clear (89-400),0,1,Units,Units,Buy
setup.product_template.0464,product,Components / Neckbands,CNA004,Neckband - 77x25 clear w perf (45-400),0,1,Units,Units,Buy
setup.product_template.0465,product,Components / Neckbands,CNA007,Neckband - 123 x 30+5 Clear PVC Round Preforms (70-400),0,1,Units,Units,Buy
setup.product_template.0466,product,Components / Neckbands,CNA009,Neckband - 166x40 .05 Clear PVC Cut Bands with SVP (100-400),0,1,Units,Units,Buy
setup.product_template.0467,product,Components / Neckbands,CNA010,Neckband - 185x25+5.05 Preform Clear (110-400),0,1,Units,Units,Buy
setup.product_template.0468,product,Components / Neckbands,CNA013,Neckband - 204x40+7 Clear Preformed (120-400),0,1,Units,Units,Buy
setup.product_template.0469,product,Components / Neckbands,CNA014,Neckband - 66x25 Clear (38-400) SVP,0,1,Units,Units,Buy
setup.product_template.0470,product,Components / Neckbands,CNA031,Neckband - Jacked Factory Androsurge,0,1,Units,Units,Buy
setup.product_template.0471,product,Components / Neckbands,CNA035,Neckband - Jacked Factory Lean PM,0,1,Units,Units,Buy
setup.product_template.0472,product,Components / Neckbands,CNA036,Neckband - Jacked Factory Lean XT,0,1,Units,Units,Buy
setup.product_template.0473,product,Components / Neckbands,CNA037,Neckband - Jacked Factory NO XT,0,1,Units,Units,Buy
setup.product_template.0474,product,Components / Neckbands,CNA041,Neckband - SNS 66x25 (38-400),0,1,Units,Units,Buy
setup.product_template.0475,product,Components / Neckbands,CNA042,Neckband - 77x25 (45-400 Lid) SVP,0,1,Units,Units,Buy
setup.product_template.0476,product,Components / Neckbands,CNA045,Rollstock 66mm .05 clear w DVP,0,1,Units,Units,Buy
setup.product_template.0477,product,Components / Neckbands,CNA046,Rollstock 77mm .05 Clear w/ SVP neckband,0,1,Units,Units,Buy
setup.product_template.0478,product,Components / Neckbands,CNA047,Neckband - Jacked Factory BurnXT,0,1,Units,Units,Buy
setup.product_template.0479,product,Components / Neckbands,CNA048,Rollstock 60mm x (2MIL) clear w/dvp,0,1,Units,Units,Buy
setup.product_template.0480,product,Components / Neckbands,CNA059,Neckband Jacked Factory ProSeries Endure 120ct,0,1,Units,Units,Buy
setup.product_template.0481,product,Components / Neckbands,CNA061,Neckband - Jacked Factory Build PM & Build XT,0,1,Units,Units,Buy
setup.product_template.0482,product,Components / Neckbands,CNA062,Neckband - Jacked Factory Burn XT Black,0,1,Units,Units,Buy
setup.product_template.0483,product,Components / Neckbands,CNA065,Neckband - 175x210 Clear PVC Cut Bands with SVP,0,1,Units,Units,Buy
setup.product_template.0484,product,Components / Neckbands,CNA067,Neckband - 175 X 135 .05 CLEAR PVC CUTBANDS NON PERF,0,1,Units,Units,Buy
setup.product_template.0485,product,Components / Neckbands,CNA071,Neckband - 190 X 315 2MIL CLEAR SEAMED HIGH SHRINK PVC CUT BANDS 63% shrink,0,1,Units,Units,Buy
setup.product_template.0486,product,Components / Neckbands,CNA079,inactive,0,1,Units,Units,Buy
setup.product_template.0487,product,Components / Pouches - Foils,CPA039,Tray Force Factor Test X 180 Legend 120ct,0,1,Units,Units,Buy
setup.product_template.0488,product,Components / Pouches - Foils,CPA051,Lean Sleep Bottle Label LBL-SST,0,1,Units,Units,Buy
setup.product_template.0489,product,Components / Scoop,CSA018,Scoop 11cc MH 3.0- National Measures,0,1,Units,Units,Buy
setup.product_template.0490,product,Components / Scoop,CSA022,Scoop 13cc MH 3.3 National Measures,0,1,Units,Units,Buy
setup.product_template.0491,product,Components / Scoop,CSA023,National Measures 13cc SH Natural Scoop,0,1,Units,Units,Buy
setup.product_template.0492,product,Components / Scoop,CSA024,Scoop 14.8cc LH 4.5,0,1,Units,Units,Buy
setup.product_template.0493,product,Components / Scoop,CSA026,Scoop 14.8cc SH 3.0 1.41- National Measures,0,1,Units,Units,Buy
setup.product_template.0494,product,Components / Scoop,CSA028,Scoop 18cc LH 4.5,0,1,Units,Units,Buy
setup.product_template.0495,product,Components / Scoop,CSA029,Scoop 18cc MH 3.0- National Measures,0,1,Units,Units,Buy
setup.product_template.0496,product,Components / Scoop,CSA034,Scoop 23cc LH 4.75 National Measures,0,1,Units,Units,Buy
setup.product_template.0497,product,Components / Scoop,CSA035,Scoop 23cc MH Natural National Measures,0,1,Units,Units,Buy
setup.product_template.0498,product,Components / Scoop,CSA036,Scoop 23cc SH National Measures,0,1,Units,Units,Buy
setup.product_template.0499,product,Components / Scoop,CSA037,Scoop 25cc LH - National Measures,0,1,Units,Units,Buy
setup.product_template.0500,product,Components / Scoop,CSA042,Scoop 3.5cc SH 2.25- National Measures,0,1,Units,Units,Buy
setup.product_template.0501,product,Components / Scoop,CSA050,Scoop 50cc LH National Measures,0,1,Units,Units,Buy
setup.product_template.0502,product,Components / Scoop,CSA052,Scoop 5cc MH 3.0- National Measures,0,1,Units,Units,Buy
setup.product_template.0503,product,Components / Scoop,CSA053,Scoop 5cc SH 3.0 National Measures,0,1,Units,Units,Buy
setup.product_template.0504,product,Components / Scoop,CSA054,Scoop 6.5cc MH 3.0 Natural National Measures,0,1,Units,Units,Buy
setup.product_template.0505,product,Components / Scoop,CSA055,Scoop 6.5cc SH 2.25 Natural- National Measures,0,1,Units,Units,Buy
setup.product_template.0506,product,Components / Scoop,CSA058,Scoop 63cc LH,0,1,Units,Units,Buy
setup.product_template.0507,product,Components / Scoop,CSA061,Scoop 7.5cc MH 3.0- National Measures,0,1,Units,Units,Buy
setup.product_template.0508,product,Components / Scoop,CSA062,Scoop 7.5cc SH 2.25 Natural- National Measures,0,1,Units,Units,Buy
setup.product_template.0509,product,Components / Scoop,CSA064,Scoop 70cc LH 4.5 National Measures,0,1,Units,Units,Buy
setup.product_template.0510,product,Components / Scoop,CSA066,Scoop 80cc LH National Measure,0,1,Units,Units,Buy
setup.product_template.0511,product,Components / Scoop,CSA071,Scoop 9cc LH 4.5- National Measures,0,1,Units,Units,Buy
setup.product_template.0512,product,Components / Scoop,CSA072,Scoop 9cc MH 3.0 Natural- National Measures,0,1,Units,Units,Buy
setup.product_template.0513,product,Components / Scoop,CSA074,Scoop 9cc SH 3.0,0,1,Units,Units,Buy
setup.product_template.0514,product,Components / Scoop,CSA080,Scoop 20cc Clear MH,0,1,Units,Units,Buy
setup.product_template.0515,product,Components / Scoop,CSA122,Scoop 9cc Gold MH,0,1,Units,Units,Buy
setup.product_template.0516,product,Components / Shippers,CXA001,Box 1 Gallon 6ct (17 5/8X11 3/4X10 1/8),0,1,Units,Units,Buy
setup.product_template.0517,product,Components / Shippers,CXA006,Box 12x12x18 (100ct 175cc/150cc),0,1,Units,Units,Buy
setup.product_template.0518,product,Components / Shippers,CXA007,Box 13oz 12ct CBM (10 3/4 x 7 3/4 x 5 1/2),0,1,Units,Units,Buy
setup.product_template.0519,product,Components / Shippers,CXA009,Box 1500cc 6ct - 15 x 10 x 6 3/16,0,1,Units,Units,Buy
setup.product_template.0520,product,Components / Shippers,CXA011,Box 150cc 12ct,0,1,Units,Units,Buy
setup.product_template.0521,product,Components / Shippers,CXA012,Box 150cc 12ct kitted,0,1,Units,Units,Buy
setup.product_template.0522,product,Components / Shippers,CXA014,Box 150cc 24ct - PX (12 3/4 x 8 1/2 x 3 13/16 32ECTC)- Krebs Zinc,0,1,Units,Units,Buy
setup.product_template.0523,product,Components / Shippers,CXA018,Box 16oz 12ct (14 7/8x 11 5/16,0,1,Units,Units,Buy
setup.product_template.0524,product,Components / Shippers,CXA020,Box 19oz 12ct v2 (14 3/4 x 11 1/8 x 4 5/16),0,1,Units,Units,Buy
setup.product_template.0525,product,Components / Shippers,CXA022,Box 200cc 12ct (9 5/16 x 7 x 4 3/8),0,1,Units,Units,Buy
setup.product_template.0526,product,Components / Shippers,CXA024,Box 20oz 12ct - 14 5/8 x 11 x 4 9/16,0,1,Units,Units,Buy
setup.product_template.0527,product,Components / Shippers,CXA027,Box 250cc 12ct (10 1/2 x 7 7/8 x 4 13/16),0,1,Units,Units,Buy
setup.product_template.0528,product,Components / Shippers,CXA028,Box 25oz 12ct & 12oz 24ct (14 5/8 x 10 7/8 x 5 11/16),0,1,Units,Units,Buy
setup.product_template.0529,product,Components / Shippers,CXA031,Box 300cc 48ct (22 1/8 x 16 9/16 x 4 13/16),0,1,Units,Units,Buy
setup.product_template.0530,product,Components / Shippers,CXA032,Box 32oz 12ct (14 11/16 x 11 1/16 x 6 13/16) 89MM LID,0,1,Units,Units,Buy
setup.product_template.0531,product,Components / Shippers,CXA033,Box 400cc 12ct (11 5/8 x 8 3/4 x 5 5/16),0,1,Units,Units,Buy
setup.product_template.0532,product,Components / Shippers,CXA037,Box 500/400cc 24ct (18 5/8 x 12 7/16 x 5 1/2),0,1,Units,Units,Buy
setup.product_template.0533,product,Components / Shippers,CXA038,12 11/16 x 9 1/2 x 5 3/4 (Green Vibrance),0,1,Units,Units,Buy
setup.product_template.0534,product,Components / Shippers,CXA043,Box 6oz 24pk (11 3/8 x 8 9/16 x 4 13/1632ECTB-35WO),0,1,Units,Units,Buy
setup.product_template.0535,product,Components / Shippers,CXA044,Box 85oz 6ct (15 15/16 x 10 11/16 x 8 5/8),0,1,Units,Units,Buy
setup.product_template.0536,product,Components / Shippers,CXA071,Box 12ct 16oz GNC,0,1,Units,Units,Buy
setup.product_template.0537,product,Components / Shippers,CXA072,Box 1 Gallon 6ct Podium (18 3/16 x 12 1/8 x 10),0,1,Units,Units,Buy
setup.product_template.0538,product,Components / Shippers,CXA073,Shipper: 12x32oz GNC (30srv),0,1,Units,Units,Buy
setup.product_template.0539,product,Components / Shippers,CXA074,Shipper: 12x46oz GNC (60ct),0,1,Units,Units,Buy
setup.product_template.0540,product,Components / Shippers,CXA075,Box Force Factor 8x3pk (4 x 9,0,1,Units,Units,Buy
setup.product_template.0541,product,Components / Shippers,CXA085,Box 25oz 12ct Podium,0,1,Units,Units,Buy
setup.product_template.0542,product,Components / Shippers,CXA094,Box 43oz 12ct.,0,1,Units,Units,Buy
setup.product_template.0543,product,Components / Shippers,CXA096,Box 500cc 24ct (18 7/16 x 12 5/16 x 5 3/4),0,1,Units,Units,Buy
setup.product_template.0544,product,Components / Shippers,CXA098,Box 8oz 24ct (No Kit),0,1,Units,Units,Buy
setup.product_template.0545,product,Components / Shippers,CXA099,Box 16oz 12ct (14 7/8x 11 5/16 x 3 9/16),0,1,Units,Units,Buy
setup.product_template.0546,product,Components / Shippers,CXA102,Nutraclick 15ct Shipper 17 1/16 x 10 5/8 x 5 7/8 32 ECTC,0,1,Units,Units,Buy
setup.product_template.0547,product,Components / Shippers,CXA103,Nutraclick 15ct Top Pad 3 3/16 x 10 3/8 x 0 32ECTC,0,1,Units,Units,Buy
setup.product_template.0548,product,Components / Shippers,CXA108,"Box 43oz-12ct (18 x 13 1/2 x 5 3/8"")",0,1,Units,Units,Buy
setup.product_template.0549,product,Components / Shippers,CXA109,Box 400cc 12ct (11 5/8 x 8 3/4 x 5 5/16),0,1,Units,Units,Buy
setup.product_template.0550,product,Components / Shippers,CXA111,Force Factor Shipper  (13 7/16 x 10 1/16 x 11 1/2) 24pk,0,1,Units,Units,Buy
setup.product_template.0551,product,Components / Master,CXA112,Box 250cc/ 24Ct,0,1,Units,Units,Buy
setup.product_template.0552,product,Components / Shippers,CXA113,Mood Technologies Master Case (9 1/16 x 7 1/16 x 7.1875),0,1,Units,Units,Buy
setup.product_template.0553,product,Components / Shippers,CXA114,"Box 12ct (11"" x 8"" x 5"") Uline part #S-16716",0,1,Units,Units,Buy
setup.product_template.0554,product,Components / Shippers,CXA115,Box 32oz 12ct (16 7/16 x 12 3/8 x 5 1/4) 100MM LID,0,1,Units,Units,Buy
setup.product_template.0555,product,Components / Shippers,CXA116,Box 32oz 110-400 6ct (13 5/8 x 9 1/16 x 5 5/16),0,1,Units,Units,Buy
setup.product_template.0556,product,Components / Shippers,CXA117,Box Jacked Factory 400cc 24ct,0,1,Units,Units,Buy
setup.product_template.0557,product,Components / Customer Supplied,CZA007,Cell Stop Supplied Labels CellStop,0,1,Units,Units,Buy
setup.product_template.0558,product,Components / Customer Supplied,CZA032,Podium Supplied Bottles 1 gallon Tan HDPE CBM,0,1,Units,Units,Buy
setup.product_template.0559,product,Components / Customer Supplied,CZA033,PODIUM SUPPLIED 25oz tan soft touch bottle,0,1,Units,Units,Buy
setup.product_template.0560,product,Components / Customer Supplied,CZA034,Podium Supplied 89-400mm Tan lid w/ printed logo and liner,0,1,Units,Units,Buy
setup.product_template.0561,product,Components / Customer Supplied,CZA035,Podium Supplied Lids 120-400 tan,0,1,Units,Units,Buy
setup.product_template.0562,product,Components / Customer Supplied,CZA036,Podium Supplied Scoops 17cc SH Hook scoop,0,1,Units,Units,Buy
setup.product_template.0563,product,Components / Customer Supplied,CZA037,Podium Supplied Scoops 85cc LH hook,0,1,Units,Units,Buy
setup.product_template.0564,product,Components / Customer Supplied,CZA045,TB12 SUPPLIED 58mm Black Smooth,0,1,Units,Units,Buy
setup.product_template.0565,product,Components / Customer Supplied,CZA046,TB12 SUPPLIED 63mm White Smooth,0,1,Units,Units,Buy
setup.product_template.0566,product,Components / Customer Supplied,CZA047,TB12 SUPPLIED 6oz Clear Glass Bottle,0,1,Units,Units,Buy
setup.product_template.0567,product,Components / Customer Supplied,CZA051,TB12 Supplied Bottles Perform 6oz,0,1,Units,Units,Buy
setup.product_template.0568,product,Components / Customer Supplied,CZA052,TB12 Supplied Bottles Recover 6oz,0,1,Units,Units,Buy
setup.product_template.0569,product,Components / Customer Supplied,CZA053,TB12 Supplied Lids Recover,0,1,Units,Units,Buy
setup.product_template.0570,product,Components / Customer Supplied,CZA054,VIREO SUPPLIED 1.25 MH Scoop,0,1,Units,Units,Buy
setup.product_template.0571,product,Components / Customer Supplied,CZA055,VIREO SUPPLIED 1.7cc MH Scoop,0,1,Units,Units,Buy
setup.product_template.0572,product,Components / Customer Supplied,CZA056,Vireo Systems Supplied Bottles 200cc CLEAR PET,0,1,Units,Units,Buy
setup.product_template.0573,product,Components / Customer Supplied,CZA058,Vireo Systems Supplied 38-400 BLK Smooth,0,1,Units,Units,Buy
setup.product_template.0574,product,Components / Customer Supplied,CZA059,VIREO SUPPLIED 38CRC WHT,0,1,Units,Units,Buy
setup.product_template.0575,product,Components / Customer Supplied,CZA061,Vireo Systems Supplied 6oz WHT PET,0,1,Units,Units,Buy
setup.product_template.0576,product,Components / Customer Supplied,CZA062,Vireo Systems Supplied 70-400 BLK Smooth,0,1,Units,Units,Buy
setup.product_template.0577,product,Components / Customer Supplied,CZA067,Vireo Systems Supplied Box 200cc 24pk,0,1,Units,Units,Buy
setup.product_template.0578,product,Components / Customer Supplied,CZA068,Vireo Systems Supplied Box 6oz 12pk,0,1,Units,Units,Buy
setup.product_template.0579,product,Components / Customer Supplied,CZA070,Vireo Systems Supplied Box Partition 200cc 24pk,0,1,Units,Units,Buy
setup.product_template.0580,product,Components / Customer Supplied,CZA076,TB12 SUPPLIED 32oz white HDPE,0,1,Units,Units,Buy
setup.product_template.0581,product,Components / Customer Supplied,CZA081,Armada Nutrition Supplied Desiccants 70041 5g desic,0,1,Units,Units,Buy
setup.product_template.0582,product,Components / Customer Supplied,CZA083,Armada Nutrition Supplied Bottles 70206 20oz bla,0,1,Units,Units,Buy
setup.product_template.0583,product,Components / Customer Supplied,CZA084,Armada Nutrition Supplied Scoops 70274 43cc LH,0,1,Units,Units,Buy
setup.product_template.0584,product,Components / Customer Supplied,CZA085,Armada Nutrition Supplied Lids 70450 Ribbed b,0,1,Units,Units,Buy
setup.product_template.0585,product,Components / Customer Supplied,CZA089,Armada Nutrition Supplied 70753 18cc SH,0,1,Units,Units,Buy
setup.product_template.0586,product,Components / Customer Supplied,CZA123,Armada Nutrition Supplied 73107 Black 15,0,1,Units,Units,Buy
setup.product_template.0587,product,Components / Customer Supplied,CZA127,Armada Nutrition Supplied 73213 89-400 B,0,1,Units,Units,Buy
setup.product_template.0588,product,Components / Customer Supplied,CZA133,Armada Nutrition Supplied 73859 5cc natu,0,1,Units,Units,Buy
setup.product_template.0589,product,Components / Customer Supplied,CZA146,BEAM Supplied 120-400 Natural,0,1,Units,Units,Buy
setup.product_template.0590,product,Components / Customer Supplied,CZA147,BEAM Supplied 72657 32oz blue,0,1,Units,Units,Buy
setup.product_template.0591,product,Components / Customer Supplied,CZA151,BEAM SUPPLIED 74125 89-400 blue,0,1,Units,Units,Buy
setup.product_template.0592,product,Components / Customer Supplied,CZA152,BEAM SUPPLIED Natural 1 gallon,0,1,Units,Units,Buy
setup.product_template.0593,product,Components / Customer Supplied,CZA162,VIREO SUPPLIED Desicants 5g,0,1,Units,Units,Buy
setup.product_template.0594,product,Components / Customer Supplied,CZA163,VIREO SUPPLIED Desicants .5g,0,1,Units,Units,Buy
setup.product_template.0595,product,Components / Customer Supplied,CZA166,Armada Nutrition Supplied Scoops 70510 Scoop 9c,0,1,Units,Units,Buy
setup.product_template.0596,product,Components / Customer Supplied,CZA175,Armada Nutrition Supplied 74123 Natural,0,1,Units,Units,Buy
setup.product_template.0597,product,Components / Customer Supplied,CZA176,TB12 SUPPLIED 4oz Clear Glass Bottle,0,1,Units,Units,Buy
setup.product_template.0598,product,Components / Customer Supplied,CZA182,"Armada Nutrition Supplied 70745 14.87""x11.25""x4.75"" carton",0,1,Units,Units,Buy
setup.product_template.0599,product,Components / Customer Supplied,CZA184,Armada Nutrition Supplied 71408 NSL 0.05x150x40mm clear,0,1,Units,Units,Buy
setup.product_template.0600,product,Components / Customer Supplied,CZA203,ARMADA SUPPLIED 72323 CTN 15x10.06x6.5 BRN 32ECT,0,1,Units,Units,Buy
setup.product_template.0601,product,Components / Customer Supplied,CZA216,ARMADA SUPPLIED 73227 Shrink 150x35mm Redcon,0,1,Units,Units,Buy
setup.product_template.0602,product,Components / Customer Supplied,CZA218,ARMADA SUPPLIED 73401  Label KGM Hydra Pink Lemon KM-HYDC-060PL-V3,0,1,Units,Units,Buy
setup.product_template.0603,product,Components / Customer Supplied,CZA220,ARMADA SUPPLIED 73597 Kaged Muscle Seal of Authority,0,1,Units,Units,Buy
setup.product_template.0604,product,Components / Customer Supplied,CZA222,ARMADA SUPPLIED 73697 Label KGM Hydra v2 FP KM-HYDC-060FP-V17,0,1,Units,Units,Buy
setup.product_template.0605,product,Components / Customer Supplied,CZA254,Alani Nutrition Supplied Label Balance (Capsules),0,1,Units,Units,Buy
setup.product_template.0606,product,Components / Customer Supplied,CZA255,Alani Nutrition Supplied Label  Balance Powder Fruity Candy,0,1,Units,Units,Buy
setup.product_template.0607,product,Components / Customer Supplied,CZA259,Alani Nutrition Supplied Label Fat Burner,0,1,Units,Units,Buy
setup.product_template.0608,product,Components / Customer Supplied,CZA262,Alani Nutrition Supplied Label Multivitamin,0,1,Units,Units,Buy
setup.product_template.0609,product,Components / Customer Supplied,CZA269,Alani Nutrition Supplied Label Post Workout Hawaiian Shaved,0,1,Units,Units,Buy
setup.product_template.0610,product,Components / Customer Supplied,CZA270,Labels Alani Nutrition Post Workout Rocket Pop,0,1,Units,Units,Buy
setup.product_template.0611,product,Components / Customer Supplied,CZA271,Alani Nutrition Supplied Label Post Workout Sour Gummy,0,1,Units,Units,Buy
setup.product_template.0612,product,Components / Customer Supplied,CZA272,Alani Nutrition Supplied Label Post Workout Sour Peach Rings,0,1,Units,Units,Buy
setup.product_template.0613,product,Components / Customer Supplied,CZA274,Alani Nutrition Supplied Label Prenatal,0,1,Units,Units,Buy
setup.product_template.0614,product,Components / Customer Supplied,CZA279,Alani Nutrition Supplied Label Pre-Workout Breezeberry 20 serv,0,1,Units,Units,Buy
setup.product_template.0615,product,Components / Customer Supplied,CZA284,Alani Nutrition Supplied Label Pre-Workout Hawaiian Shaved Ice 20 serv,0,1,Units,Units,Buy
setup.product_template.0616,product,Components / Customer Supplied,CZA285,Alani Nutrition Supplied Label Pre-Workout Island Crush 30 serv,0,1,Units,Units,Buy
setup.product_template.0617,product,Components / Customer Supplied,CZA286,Labels Alani Nutrition Pre-Workout Mimosa 30 serv,0,1,Units,Units,Buy
setup.product_template.0618,product,Components / Customer Supplied,CZA287,Alani Nutrition Supplied Label Pre-Workout Mimosa 20 Serv,0,1,Units,Units,Buy
setup.product_template.0619,product,Components / Customer Supplied,CZA291,Alani Nutrition Supplied Labels Pre-Workout Witch's Brew,0,1,Units,Units,Buy
setup.product_template.0620,product,Components / Customer Supplied,CZA295,Alani Nutrition Supplied Labels Super Greens,0,1,Units,Units,Buy
setup.product_template.0621,product,Components / Customer Supplied,CZA301,Alani Nutrition Supplied Labels Whey Protein Confetti Cake,0,1,Units,Units,Buy
setup.product_template.0622,product,Components / Customer Supplied,CZA302,Labels Alani Nutrition Whey Protein Fruity Cereal 30 serv,0,1,Units,Units,Buy
setup.product_template.0623,product,Components / Customer Supplied,CZA303,Alani Nutrition Supplied Labels Whey Protein Fruity Cereal 15 serv,0,1,Units,Units,Buy
setup.product_template.0624,product,Components / Customer Supplied,CZA307,Alani Nutrition Supplied Labels Whey Protein Munchies v2,0,1,Units,Units,Buy
setup.product_template.0625,product,Components / Customer Supplied,CZA308,Alani Nutrition Supplied Labels Whey Protein Munchies v2 15 serv,0,1,Units,Units,Buy
setup.product_template.0626,product,Components / Customer Supplied,CZA313,Alani Nutrition Supplied Labels Pump Black Cherry,0,1,Units,Units,Buy
setup.product_template.0627,product,Components / Customer Supplied,CZA315,Alani Nutrition Supplied Labels Pump Mango,0,1,Units,Units,Buy
setup.product_template.0628,product,Components / Customer Supplied,CZA335,Labels Kodiak Lumberjacked Frost 30 serv,0,1,Units,Units,Buy
setup.product_template.0629,product,Components / Customer Supplied,CZA336,Labels Kodiak Lumberjacked Pink Lemonade 30 serv,0,1,Units,Units,Buy
setup.product_template.0630,product,Components / Customer Supplied,CZA337,Labels Kodiak Peak Tropical Mango 30 serv,0,1,Units,Units,Buy
setup.product_template.0631,product,Components / Customer Supplied,CZA344,Labels Legion Athletics Phoenix Stim-free,0,1,Units,Units,Buy
setup.product_template.0632,product,Components / Customer Supplied,CZA369,Labels Mutated Nation Hybrid Tea Angel Peach (Shrink Sleeve),0,1,Units,Units,Buy
setup.product_template.0633,product,Components / Customer Supplied,CZA370,Labels Mutated Nation Hybrid Tea Coconut (Shrink Sleeve),0,1,Units,Units,Buy
setup.product_template.0634,product,Components / Customer Supplied,CZA371,Labels Mutated Nation Hybrid Tea Frozen Mango (Shrink Sleeve),0,1,Units,Units,Buy
setup.product_template.0635,product,Components / Customer Supplied,CZA375,Labels New Beginnings Cal Mag Citrate,0,1,Units,Units,Buy
setup.product_template.0636,product,Components / Customer Supplied,CZA411,TB12 Supplied Labels VitalFit Tart Cherry,0,1,Units,Units,Buy
setup.product_template.0637,product,Components / Customer Supplied,CZA418,Vibrant Health Supplied Labels Green Vibrance 240caps,0,1,Units,Units,Buy
setup.product_template.0638,product,Components / Customer Supplied,CZA419,Labels Vibrant Health Krebs Zinc,0,1,Units,Units,Buy
setup.product_template.0639,product,Components / Customer Supplied,CZA420,Labels Vibrant Health Maximized Turmeric 46x,0,1,Units,Units,Buy
setup.product_template.0640,product,Components / Customer Supplied,CZA421,Labels Vibrant Health Super Boron,0,1,Units,Units,Buy
setup.product_template.0641,product,Components / Customer Supplied,CZA422,Labels Vireo Con-Cret Pineapple Shrink 64 serv,0,1,Units,Units,Buy
setup.product_template.0642,product,Components / Customer Supplied,CZA423,Labels Vireo Con-Cret Raspberry Shrink 64 serv,0,1,Units,Units,Buy
setup.product_template.0643,product,Components / Customer Supplied,CZA424,Labels Vireo Con-Cret Shrink 72ct,0,1,Units,Units,Buy
setup.product_template.0644,product,Components / Customer Supplied,CZA435,Labels Vireo pH-D Feminine Health Support 24ct,0,1,Units,Units,Buy
setup.product_template.0645,product,Components / Customer Supplied,CZA438,Labels VNDL Vandal Rainbow Burst(Canada),0,1,Units,Units,Buy
setup.product_template.0646,product,Components / Customer Supplied,CZA440,We Have Parkinsons Supplied Labels Restore Gold,0,1,Units,Units,Buy
setup.product_template.0647,product,Components / Customer Supplied,CZA443,Wild Willies Suplied Labels Beard Growth,0,1,Units,Units,Buy
setup.product_template.0648,product,Components / Customer Supplied,CZA444,Labels Wild Willies Horny Goat Weed,0,1,Units,Units,Buy
setup.product_template.0649,product,Components / Customer Supplied,CZA457,Labels VNDL Vital EAA Sour Dino Candy,0,1,Units,Units,Buy
setup.product_template.0650,product,Components / Customer Supplied,CZA458,Labels VNDL Vital EAA Dragonfruit Lemonade,0,1,Units,Units,Buy
setup.product_template.0651,product,Components / Customer Supplied,CZA459,Labels VNDL Vital EAA Tropical Twist,0,1,Units,Units,Buy
setup.product_template.0652,product,Components / Customer Supplied,CZA460,TB12 Supplied Labels Sleep,0,1,Units,Units,Buy
setup.product_template.0653,product,Components / Customer Supplied,CZA462,TB12 Supplied Labels Preworkout Blueber,0,1,Units,Units,Buy
setup.product_template.0654,product,Components / Customer Supplied,CZA466,Alani Nutrition Supplied Labels Pre-Workout Galaxy Lemonade 30 servings,0,1,Units,Units,Buy
setup.product_template.0655,product,Components / Customer Supplied,CZA490,Labels VNDL Vandal Cherry Slushy (Canada),0,1,Units,Units,Buy
setup.product_template.0656,product,Components / Customer Supplied,CZA494,Labels New Beginnings CDP Choline 30ct,0,1,Units,Units,Buy
setup.product_template.0657,product,Components / Customer Supplied,CZA498,Podium Supplied Labels Whey Maple Butter Pancake,0,1,Units,Units,Buy
setup.product_template.0658,product,Components / Customer Supplied,CZA499,Alani Nutrition Supplied Labels Pre-Workout Cosmic Stardust 20 Servings,0,1,Units,Units,Buy
setup.product_template.0659,product,Components / Customer Supplied,CZA502,Labels VNDL Vandal PWO Pink Paradise (Canada),0,1,Units,Units,Buy
setup.product_template.0660,product,Components / Customer Supplied,CZA503,Labels Legion Athletics Preworkout Pulse STIM Free Fruit Punch 21 servings,0,1,Units,Units,Buy
setup.product_template.0661,product,Components / Customer Supplied,CZA504,Cira Supplied  89-400 Blue Smooth Lid,0,1,Units,Units,Buy
setup.product_template.0662,product,Components / Customer Supplied,CZA505,Cira Supplied 14.8cc SH Blue Scoops,0,1,Units,Units,Buy
setup.product_template.0663,product,Components / Customer Supplied,CZA506,VasoCorp Supplied Labels NeuropAway,0,1,Units,Units,Buy
setup.product_template.0664,product,Components / Customer Supplied,CZA507,Kit VasoCorp NeuropAway,0,1,Units,Units,Buy
setup.product_template.0665,product,Components / Customer Supplied,CZA509,Kit VasoCorp NeuropAway PM,0,1,Units,Units,Buy
setup.product_template.0666,product,Components / Customer Supplied,CZA511,Labels Legion Athletics Recharge Grape,0,1,Units,Units,Buy
setup.product_template.0667,product,Components / Customer Supplied,CZA512,Labels Need to Build Muscle N2Slin,0,1,Units,Units,Buy
setup.product_template.0668,product,Components / Customer Supplied,CZA523,ARMADA SUPPLIED 73199 Label Redcon Total War Sour Gummy Bear,0,1,Units,Units,Buy
setup.product_template.0669,product,Components / Customer Supplied,CZA529,Podium Supplied Lids 120-400 Tan with Justin Medeiros,0,1,Units,Units,Buy
setup.product_template.0670,product,Components / Customer Supplied,CZA530,TB12 Supplied Bottles Protect 6oz,0,1,Units,Units,Buy
setup.product_template.0671,product,Components / Customer Supplied,CZA535,Labels Legion Athletics Pulse Strawberry Margarita 21 serv,0,1,Units,Units,Buy
setup.product_template.0672,product,Components / Customer Supplied,CZA537,Labels VNDL Vandal Royal Lemonade 40 serv,0,1,Units,Units,Buy
setup.product_template.0673,product,Components / Customer Supplied,CZA538,Labels Legion Athletics Pulse Mojito 21 serv,0,1,Units,Units,Buy
