Part Number,Description,Category,Item Type,Unit,Replacement Cost,Vendor Lead Time,QC/Transit Lead Time,Buffer Days,Quality Control Group,Material Cost,Buyer
SCA574-CAP,Biogenetix Effecsulin 90ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.03,2
SCA575-BULK,Biogenetix MDS 90ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,23.39,1
SCA575-CAP,Biogenetix MDS 90ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.02,2
SCA576-BULK,Brutal Force ANDALEAN 90ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,31.52,1
SCA576-CAP,Brutal Force ANDALEAN 90ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.02,2
SCA577-BULK,Brutal Force LIGA-BULK 90ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,11.81,1
SCA577-CAP,Brutal Force LIGA-BULK 90ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.01,2
SCA578-BULK,Brutal Force RADBULK 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,30.73,1
SCA578-CAP,Brutal Force RADBULK 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.03,2
SCA579-BULK,Brutal Force YK-BULK 90ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,11.50,1
SCA579-CAP,Brutal Force YK-BULK 90ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.01,2
SCA580-BULK,Double Wood Supplements Lactoferrin 60ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,385.56,1
SCA580-CAP,Double Wood Supplements Lactoferrin 60ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.10,2
SCA581-BULK,Force Factor Alpha King 30ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,110.47,1
SCA581-CAP,Force Factor Alpha King 30ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.09,2
SCA581-K-BULK,Force Factor Alpha King 30ct (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA581-K-CAP,Force Factor Alpha King 30ct (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA582-BULK,Force Factor Alpha King Surge 60ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,100.48,1
SCA582-CAP,Force Factor Alpha King Surge 60ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.05,2
SCA582-K-BULK,Force Factor Alpha King Surge 60ct. (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA582-K-CAP,Force Factor Alpha King Surge 60ct. (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA583-BULK,Force Factor Deer Antler Velvet 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,212.78,1
SCA583-CAP,Force Factor Deer Antler Velvet 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.11,2
SCA583-K-BULK,Force Factor Deer Antler Velvet 60ct (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA583-K-CAP,Force Factor Deer Antler Velvet 60ct (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA584-BULK,Force Factor Forebrain Smart Nootropic 60ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,109.55,1
SCA584-CAP,Force Factor Forebrain Smart Nootropic 60ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.08,2
SCA585-BULK,Force Factor Lean Fire 30ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,50.98,1
SCA585-CAP,Force Factor Lean Fire 30ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.05,2
SCA585-K-BULK,Force Factor Lean Fire 30ct. (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA585-K-CAP,Force Factor Lean Fire 30ct. (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA586-BULK,Force Factor Lean Fire PM 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,59.90,1
SCA586-CAP,Force Factor Lean Fire PM 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.05,2
SCA586-K-BULK,Force Factor Lean Fire PM 60ct (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA586-K-CAP,Force Factor Lean Fire PM 60ct (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA587-BULK,Force Factor Test X 180 Legend Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,123.70,1
SCA587-CAP,Force Factor Test X 180 Legend Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.06,2
SCA587-K-BULK,Force Factor Test X 180 Legend 120ct. (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA587-K-CAP,Force Factor Test X 180 Legend 120ct. (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA588-BULK,Force Factor Forebrain Advanced 60ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,101.88,1
SCA588-CAP,Force Factor Forebrain Advanced 60ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.07,2
SCA588-K-BULK,Force Factor Forebrain Advanced 60ct. (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA588-K-CAP,Force Factor Forebrain Advanced 60ct. (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA589-BULK,Intestinal Fortitude Prebiotic Gold 30ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,126.10,1
SCA589-CAP,Intestinal Fortitude Prebiotic Gold 30ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.11,2
SCA590-BULK,Jacked Factory Androsurge Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,63.05,1
SCA590-CAP,Jacked Factory Androsurge Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.05,2
SCA591-BULK,Jacked Factory Androsurge 30ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA591-CAP,Jacked Factory Androsurge Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA592-BULK,Jacked Factory Build XT Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,68.41,1
SCA592-CAP,Jacked Factory Build XT Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.05,2
SCA593-BULK,Jacked Factory Pro Series Form 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,244.35,1
SCA593-CAP,Jacked Factory Pro Series Form 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.22,2
SCA593-K-BULK,Jacked Factory Pro Series Form 60ct (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA593-K-CAP,Jacked Factory Pro Series Form 60ct (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA594-BULK,Jacked Factory ProSeries Endure 120ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,43.17,1
SCA594-CAP,Jacked Factory ProSeries Endure 120ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.04,2
SCA594-K-BULK,Jacked Factory ProSeries Endure 120ct. (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA594-K-CAP,Jacked Factory ProSeries Endure 120ct. (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA595-BULK,Jacked Factory NOXT Black 120ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,50.46,1
SCA595-CAP,Jacked Factory NOXT Black 120ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.04,2
SCA595-K-BULK,Jacked Factory ProSeries Nitric Oxide 120ct. (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA595-K-CAP,Jacked Factory ProSeries Nitric Oxide 120ct. (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA596-BULK,Jacked Factory Vita XT Black 90ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,67.57,1
SCA596-CAP,Jacked Factory Vita XT Black 90ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.04,2
SCA597-BULK,Jacked Factory ProSeries Nitric Oxide 60ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,50.46,1
SCA597-CAP,Jacked Factory ProSeries Nitric Oxide 60ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.04,2
SCA598-BULK,Magic Mama Prenatal 60ct. Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,94.79,1
SCA598-CAP,Magic Mama Prenatal 60ct. Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA599-BULK,NeuroScience Avipaxin 90Ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,62.53,1
SCA599-CAP,NeuroScience Avipaxin 90Ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA600-BULK,NeuroScience Balance D Berberine 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA600-CAP,NeuroScience Balance D Berberine 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA601-BULK,NeuroScience Methylation 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA601-CAP,NeuroScience Methylation 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA603-BULK,Physician's Choice Biotin 10k 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,29.90,1
SCA603-CAP,Physician's Choice Biotin 10k 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA604-BULK,Physician's Choice Joint Formula 90ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,55.93,1
SCA604-CAP,Physician's Choice Joint Formula 90ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA604-K-BULK,Physician's Choice Joint Formula 90ct (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA604-K-CAP,Physician's Choice Joint Formula 90ct (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA605-BULK,Physician's Choice Meriva Curcumin 120ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,77.99,1
SCA605-CAP,Physician's Choice Meriva Curcumin 120ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA605-K-BULK,Physician's Choice Meriva Curcumin 120ct (Kitted) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA605-K-CAP,Physician's Choice Meriva Curcumin 120ct (Kitted) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,1
SCA606-BULK,Purus Labs Organ Shield 60 ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA606-CAP,Purus Labs Organ Shield 60 ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA607-BULK,Purus Labs TheaTrim 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,120.40,1
SCA607-CAP,Purus Labs TheaTrim 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.08,2
SCA608-BULK,Vibrant Health Gigartina Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,1.55,1
SCA608-CAP,Vibrant Health Gigartina Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.01,2
SCA610-BULK,Vireo Systems PH-D 12cap (With Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA610-CAP,Vireo Systems PH-D 12cap (With Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA613-BULK,Alani Balance CAN Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,14,0,,51.74,1
SCA613-CAP,Alani Balance CAN Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA614-BULK,Ammannomics Inciner 8 Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,28.73,1
SCA614-CAP,Ammannomics Inciner 8 Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA615-BULK,Biogenetix Super G Antioxidant 60ct Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,97.97,1
SCA615-CAP,Biogenetix Super G Antioxidant 60ct Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.07,2
SCA616-BULK,Biowell Antioxidant Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA616-CAP,Biowell Antioxidant Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA617-BULK,Biowell Blood Pressure Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA617-CAP,Biowell Blood Pressure Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA618-BULK,Biowell Blood Sugar Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA618-CAP,Biowell Blood Sugar Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA619-BULK,Biowell Calm and Focused Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA619-CAP,Biowell Calm and Focused Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA620-BULK,Biowell Cell Membrane Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA620-CAP,Biowell Cell Membrane Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA621-BULK,Biowell Curcumin Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA621-CAP,Biowell Curcumin Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA622-BULK,Biowell Digestive and Gut Health Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA622-CAP,Biowell Digestive and Gut Health Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA623-BULK,Biowell Heart Health Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA623-CAP,Biowell Heart Health Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA624-BULK,Biowell Hormone Balance Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA624-CAP,Biowell Hormone Balance Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA625-BULK,Biowell Immune Booster Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA625-CAP,Biowell Immune Booster Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA626-BULK,Biowell Liver Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA626-CAP,Biowell Liver Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA627-BULK,Biowell Max Vitality Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA627-CAP,Biowell Max Vitality Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA628-BULK,Biowell Methyl Plus Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA628-CAP,Biowell Methyl Plus Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA629-BULK,Biowell Perfect Bright Eyes Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA629-CAP,Biowell Perfect Bright Eyes Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA630-BULK,Biowell Senolytic Anti-Aging Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA630-CAP,Biowell Senolytic Anti-Aging Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA631-BULK,Biowell Super Multivitamin Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA631-CAP,Biowell Super Multivitamin Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA632-BULK,Biowell Thyroid Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA632-CAP,Biowell Thyroid Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA633-BULK,Biowell Vitamin D+ Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA633-CAP,Biowell Vitamin D+ Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA634-BULK,CCWH Antioxidant Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA634-CAP,CCWH Antioxidant Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA635-BULK,CCWH Blood Pressure Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA635-CAP,CCWH Blood Pressure Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA636-BULK,CCWH Blood Sugar Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA636-CAP,CCWH Blood Sugar Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA637-BULK,CCWH Calm and Focused Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA637-CAP,CCWH Calm and Focused Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA638-BULK,CCWH Digestive and Gut Health Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA638-CAP,CCWH Digestive and Gut Health Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA639-BULK,CCWH Heart Health Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA639-CAP,CCWH Heart Health Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA640-BULK,CCWH Hormone Health Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA640-CAP,CCWH Hormone Health Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA641-BULK,CCWH Immune Booster Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA641-CAP,CCWH Immune Booster Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA642-BULK,CCWH Liver Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA642-CAP,CCWH Liver Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA643-BULK,CCWH Max Vitality Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA643-CAP,CCWH Max Vitality Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA644-BULK,CCWH Optimized Curcumin Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA644-CAP,CCWH Optimized Curcumin Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA645-BULK,CCWH Thyroid Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA645-CAP,CCWH Thyroid Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA646-BULK,CCWH Vitamin D+ Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA646-CAP,CCWH Vitamin D+ Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA647-BULK,Channell Blood Pressure Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA647-CAP,Channell Blood Pressure Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA648-BULK,Channell Blood Sugar Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA648-CAP,Channell Blood Sugar Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA649-BULK,Channell Bright Eyes Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA649-CAP,Channell Bright Eyes Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA650-BULK,Channell Cell Reboot Cell Membrane Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA650-CAP,Channell Cell Reboot Cell Membrane Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA651-BULK,Channell Chill Pill (calm and focused) Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA651-CAP,Channell Chill Pill (calm and focused) Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA652-BULK,Channell Daily Detox Liver Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA652-CAP,Channell Daily Detox Liver Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA653-BULK,Channell Daily Dose Super Multivitamin Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA653-CAP,Channell Daily Dose Super Multivitamin Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA654-BULK,Channell Guardian C Immune Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA654-CAP,Channell Guardian C Immune Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA655-BULK,Channell Heart Health Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA655-CAP,Channell Heart Health Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA656-BULK,Channell Hormone Balance Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA656-CAP,Channell Hormone Balance Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA657-BULK,Channell Magic Pill Senolytic AntiAging Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA657-CAP,Channell Magic Pill Senolytic AntiAging Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA658-BULK,Channell Max Vitality Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA658-CAP,Channell Max Vitality Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA659-BULK,Channell Optimized Curcumin Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA659-CAP,Channell Optimized Curcumin Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA660-BULK,Channell Solmate Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA660-CAP,Channell Solmate Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA661-BULK,Channell Super Antioxidant Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA661-CAP,Channell Super Antioxidant Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA662-BULK,Channell Thyroid Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA662-CAP,Channell Thyroid Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA663-BULK,Channell Ultra B Methyl Plus Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA663-CAP,Channell Ultra B Methyl Plus Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA664-BULK,Channell UTI Relief GU Support Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
SCA664-CAP,Channell UTI Relief GU Support Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.00,2
SCA665-BULK,Cherry Goodness Joint Health Capsules Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,193.75,1
SCA665-CAP,Cherry Goodness Joint Health Capsules Cap,Capsule (C),Sub-Assemblies,Each,0.00,3.00,0,0,,0.09,2
SCA666-BULK,Functional Medicine Calm and Focused Bulk,Bulk (B),Sub-Assemblies,Kilogram,0.00,1.00,0,0,,0.00,1
