Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,GENIUS21.MX,IVVPESO_ISHRS.MX,WALMEX.MX,GENIUS21.MX,IVVPESO_ISHRS.MX,WALMEX.MX,GENIUS21.MX,IVVPESO_ISHRS.MX,WALMEX.MX,GENIUS21.MX,IVVPESO_ISHRS.MX,WALMEX.MX,GENIUS21.MX,IVVPESO_ISHRS.MX,WALMEX.MX,GENIUS21.MX,IVVPESO_ISHRS.MX,WALMEX.MX
Date,,,,,,,,,,,,,,,,,,
2024-01-02,53.290000915527344,,71.86000061035156,53.290000915527344,,71.86000061035156,53.290000915527344,,71.97000122070312,53.290000915527344,,70.94999694824219,53.290000915527344,,71.5,0.0,,5498962
2024-01-03,52.880001068115234,,69.80000305175781,52.880001068115234,,69.80000305175781,52.880001068115234,,71.51000213623047,52.880001068115234,,69.5999984741211,52.880001068115234,,71.51000213623047,0.0,,20301439
2024-01-04,52.93000030517578,,70.05999755859375,52.93000030517578,,70.05999755859375,52.93000030517578,,70.70999908447266,52.93000030517578,,69.80999755859375,52.93000030517578,,69.87999725341797,0.0,,13305964
2024-01-05,52.91999816894531,,69.54000091552734,52.91999816894531,,69.54000091552734,52.91999816894531,,70.93000030517578,52.91999816894531,,68.87999725341797,52.91999816894531,,70.04000091552734,0.0,,11655778
2024-01-08,54.380001068115234,,70.11000061035156,54.380001068115234,,70.11000061035156,54.380001068115234,,70.37000274658203,54.380001068115234,,69.4800033569336,54.380001068115234,,69.80000305175781,0.0,,7372747
2024-01-09,55.15999984741211,,67.73999786376953,55.15999984741211,,67.73999786376953,55.15999984741211,,70.18000030517578,55.15999984741211,,67.5,55.15999984741211,,70.18000030517578,0.0,,15722867
2024-01-10,56.08000183105469,,69.51000213623047,56.08000183105469,,69.51000213623047,56.08000183105469,,70.19999694824219,56.08000183105469,,67.80999755859375,56.08000183105469,,67.80999755859375,0.0,,24566885
2024-01-11,56.040000915527344,,69.91999816894531,56.040000915527344,,69.91999816894531,56.040000915527344,,70.4000015258789,56.040000915527344,,69.30999755859375,56.040000915527344,,69.41999816894531,0.0,,12640892
2024-01-12,56.11000061035156,,70.9800033569336,56.11000061035156,,70.9800033569336,56.11000061035156,,71.79000091552734,56.11000061035156,,70.12999725341797,56.11000061035156,,70.33000183105469,0.0,,14010515
2024-01-15,56.15999984741211,,70.56999969482422,56.15999984741211,,70.56999969482422,56.15999984741211,,71.08000183105469,56.15999984741211,,70.30999755859375,56.15999984741211,,70.94000244140625,0.0,,967867
2024-01-16,57.709999084472656,,70.20999908447266,57.709999084472656,,70.20999908447266,57.709999084472656,,70.9800033569336,57.709999084472656,,69.91999816894531,57.709999084472656,,70.52999877929688,0.0,,18505327
2024-01-17,57.65999984741211,,68.7300033569336,57.65999984741211,,68.7300033569336,57.65999984741211,,70.54000091552734,57.65999984741211,,68.37000274658203,57.65999984741211,,70.1500015258789,0.0,,18795813
2024-01-18,58.529998779296875,,68.2300033569336,58.529998779296875,,68.2300033569336,58.529998779296875,,69.0,58.529998779296875,,68.16000366210938,58.529998779296875,,69.0,0.0,,16950405
2024-01-19,,,68.36000061035156,,,68.36000061035156,,,68.94000244140625,,,68.30999755859375,,,68.36000061035156,,,12286117
2024-01-22,59.86000061035156,,65.9000015258789,59.86000061035156,,65.9000015258789,59.86000061035156,,68.62999725341797,59.86000061035156,,65.80000305175781,59.86000061035156,,68.51000213623047,0.0,,24218019
2024-01-23,60.720001220703125,,67.37000274658203,60.720001220703125,,67.37000274658203,60.720001220703125,,67.83999633789062,60.720001220703125,,66.0,60.720001220703125,,66.0,0.0,,21288929
2024-01-24,61.810001373291016,,66.5999984741211,61.810001373291016,,66.5999984741211,61.810001373291016,,67.79000091552734,61.810001373291016,,66.51000213623047,61.810001373291016,,67.58999633789062,0.0,,28947584
2024-01-25,62.15999984741211,,69.27999877929688,62.15999984741211,,69.27999877929688,62.15999984741211,,69.51000213623047,62.15999984741211,,66.11000061035156,62.15999984741211,,66.88999938964844,0.0,,31523811
2024-01-26,61.709999084472656,,70.69999694824219,61.709999084472656,,70.69999694824219,61.709999084472656,,70.91999816894531,61.709999084472656,,69.0,61.709999084472656,,69.05999755859375,0.0,,19517706
2024-01-29,62.7400016784668,,70.3499984741211,62.7400016784668,,70.3499984741211,62.7400016784668,,71.0,62.7400016784668,,69.80999755859375,62.7400016784668,,70.69999694824219,0.0,,19177989
2024-01-30,62.13999938964844,,71.91999816894531,62.13999938964844,,71.91999816894531,62.13999938964844,,72.41999816894531,62.13999938964844,,69.80999755859375,62.13999938964844,,70.33999633789062,0.0,,25025649
2024-01-31,61.0099983215332,,71.08999633789062,61.0099983215332,,71.08999633789062,61.0099983215332,,71.91999816894531,61.0099983215332,,70.0999984741211,61.0099983215332,,71.41000366210938,0.0,,18021741
2024-02-01,61.529998779296875,,71.7300033569336,61.529998779296875,,71.7300033569336,61.529998779296875,,72.9800033569336,61.529998779296875,,70.6500015258789,61.529998779296875,,71.11000061035156,0.0,,14597134
2024-02-02,65.48999786376953,,71.61000061035156,65.48999786376953,,71.61000061035156,65.48999786376953,,72.72000122070312,65.48999786376953,,70.91999816894531,65.48999786376953,,72.44999694824219,0.0,,20496530
2024-02-06,64.62000274658203,,73.0,64.62000274658203,,73.0,64.62000274658203,,73.5,64.62000274658203,,71.20999908447266,64.62000274658203,,71.9800033569336,0.0,,23562281
2024-02-07,65.98999786376953,,71.68000030517578,65.98999786376953,,71.68000030517578,65.98999786376953,,72.7699966430664,65.98999786376953,,71.30999755859375,65.98999786376953,,72.70999908447266,0.0,,17507728
2024-02-08,66.12000274658203,,71.43000030517578,66.12000274658203,,71.43000030517578,66.12000274658203,,72.19000244140625,66.12000274658203,,70.91000366210938,66.12000274658203,,71.51000213623047,0.0,,22232437
2024-02-09,66.76000213623047,,72.05000305175781,66.76000213623047,,72.05000305175781,66.76000213623047,,73.16000366210938,66.76000213623047,,71.48999786376953,66.76000213623047,,72.0,0.0,,11096549
2024-02-12,66.55000305175781,,71.1500015258789,66.55000305175781,,71.1500015258789,66.55000305175781,,72.23999786376953,66.55000305175781,,70.91000366210938,66.55000305175781,,72.08999633789062,0.0,,11998799
2024-02-13,66.3499984741211,,70.62000274658203,66.3499984741211,,70.62000274658203,66.3499984741211,,71.27999877929688,66.3499984741211,,69.91000366210938,66.3499984741211,,71.11000061035156,0.0,,14765634
2024-02-14,,,70.8499984741211,,,70.8499984741211,,,71.48999786376953,,,70.20999908447266,,,70.6500015258789,,,20523628
2024-02-15,67.22000122070312,,68.69999694824219,67.22000122070312,,68.69999694824219,67.22000122070312,,70.37000274658203,67.22000122070312,,67.83000183105469,67.22000122070312,,70.30999755859375,0.0,,17639419
2024-02-16,66.4800033569336,,68.0,66.4800033569336,,68.0,66.4800033569336,,69.02999877929688,66.4800033569336,,67.66000366210938,66.4800033569336,,68.72000122070312,0.0,,10672098
2024-02-19,66.41999816894531,,68.05999755859375,66.41999816894531,,68.05999755859375,66.41999816894531,,68.5999984741211,66.41999816894531,,67.62000274658203,66.41999816894531,,68.30000305175781,0.0,,2706460
2024-02-20,65.13999938964844,,68.80999755859375,65.13999938964844,,68.80999755859375,65.13999938964844,,69.29000091552734,65.13999938964844,,68.01000213623047,65.13999938964844,,68.01000213623047,0.0,,22147091
2024-02-21,64.5999984741211,,68.79000091552734,64.5999984741211,,68.79000091552734,64.5999984741211,,69.23999786376953,64.5999984741211,,68.5199966430664,64.5999984741211,,69.0,0.0,,17165443
2024-02-22,69.1500015258789,,68.7300033569336,69.1500015258789,,68.7300033569336,69.1500015258789,,69.23999786376953,69.1500015258789,,68.11000061035156,69.1500015258789,,68.61000061035156,0.0,,17451233
2024-02-23,68.95999908447266,,69.5,68.95999908447266,,69.5,68.95999908447266,,69.7699966430664,68.95999908447266,,68.63999938964844,68.95999908447266,,69.05999755859375,0.0,,11254820
2024-02-26,68.66999816894531,,69.04000091552734,68.66999816894531,,69.04000091552734,68.66999816894531,,69.5999984741211,68.66999816894531,,68.51000213623047,68.66999816894531,,69.5999984741211,0.0,,16097519
2024-02-27,68.8499984741211,,67.81999969482422,68.8499984741211,,67.81999969482422,68.8499984741211,,69.08999633789062,68.8499984741211,,67.77999877929688,68.8499984741211,,69.08999633789062,0.0,,32116685
2024-02-28,68.5199966430664,,67.73999786376953,68.5199966430664,,67.73999786376953,68.5199966430664,,68.44000244140625,68.5199966430664,,67.5,68.5199966430664,,67.91999816894531,0.0,,25843686
2024-02-29,69.52999877929688,,68.08000183105469,69.52999877929688,,68.08000183105469,69.52999877929688,,68.80000305175781,69.52999877929688,,67.9000015258789,69.52999877929688,,67.98999786376953,0.0,,39799758
2024-03-01,71.08999633789062,,67.56999969482422,71.08999633789062,,67.56999969482422,71.08999633789062,,68.54000091552734,71.08999633789062,,67.38999938964844,71.08999633789062,,67.9000015258789,0.0,,11950195
2024-03-04,71.25,,67.23999786376953,71.25,,67.23999786376953,71.25,,68.44000244140625,71.25,,67.08000183105469,71.25,,67.7699966430664,0.0,,13233680
2024-03-05,70.51000213623047,,66.79000091552734,70.51000213623047,,66.79000091552734,70.51000213623047,,67.88999938964844,70.51000213623047,,66.33000183105469,70.51000213623047,,67.25,0.0,,15052669
2024-03-06,71.29000091552734,,66.75,71.29000091552734,,66.75,71.29000091552734,,67.66999816894531,71.29000091552734,,66.70999908447266,71.29000091552734,,67.08999633789062,0.0,,14592921
2024-03-07,73.08999633789062,,66.8499984741211,73.08999633789062,,66.8499984741211,73.08999633789062,,67.3499984741211,73.08999633789062,,66.41000366210938,73.08999633789062,,66.9000015258789,0.0,,17627852
2024-03-08,71.19999694824219,,67.12000274658203,71.19999694824219,,67.12000274658203,71.19999694824219,,67.63999938964844,71.19999694824219,,66.69999694824219,71.19999694824219,,66.69999694824219,0.0,,10341040
2024-03-11,69.81999969482422,,66.72000122070312,69.81999969482422,,66.72000122070312,69.81999969482422,,67.48999786376953,69.81999969482422,,66.5,69.81999969482422,,67.48999786376953,0.0,,12086963
2024-03-12,72.58999633789062,,67.08000183105469,72.58999633789062,,67.08000183105469,72.58999633789062,,67.68000030517578,72.58999633789062,,66.72000122070312,72.58999633789062,,66.72000122070312,0.0,,18228468
2024-03-13,71.37999725341797,,67.41000366210938,71.37999725341797,,67.41000366210938,71.37999725341797,,67.41000366210938,71.37999725341797,,66.73999786376953,71.37999725341797,,67.4000015258789,0.0,,15900391
2024-03-14,70.7699966430664,,67.16999816894531,70.7699966430664,,67.16999816894531,70.7699966430664,,67.83999633789062,70.7699966430664,,67.11000061035156,70.7699966430664,,67.12000274658203,0.0,,14080857
2024-03-15,70.37999725341797,,66.48999786376953,70.37999725341797,,66.48999786376953,70.37999725341797,,67.63999938964844,70.37999725341797,,66.30999755859375,70.37999725341797,,67.5,0.0,,48663809
2024-03-19,71.70999908447266,,65.5,71.70999908447266,,65.5,71.70999908447266,,66.80000305175781,71.70999908447266,,65.33000183105469,71.70999908447266,,66.30999755859375,0.0,,16205014
2024-03-20,71.83999633789062,,67.9800033569336,71.83999633789062,,67.9800033569336,71.83999633789062,,68.25,71.83999633789062,,65.5199966430664,71.83999633789062,,65.5199966430664,0.0,,12211199
2024-03-21,72.19999694824219,,67.58999633789062,72.19999694824219,,67.58999633789062,72.19999694824219,,67.98999786376953,72.19999694824219,,67.30000305175781,72.19999694824219,,67.9800033569336,0.0,,14400598
2024-03-22,72.81999969482422,,66.93000030517578,72.81999969482422,,66.93000030517578,72.81999969482422,,68.05000305175781,72.81999969482422,,66.83000183105469,72.81999969482422,,67.79000091552734,0.0,,13751697
2024-03-25,72.0999984741211,,67.01000213623047,72.0999984741211,,67.01000213623047,72.0999984741211,,67.62000274658203,72.0999984741211,,66.63999938964844,72.0999984741211,,66.98999786376953,0.0,,6348033
2024-03-26,71.30000305175781,,67.12000274658203,71.30000305175781,,67.12000274658203,71.30000305175781,,67.30000305175781,71.30000305175781,,66.0,71.30000305175781,,67.0,0.0,,8697245
2024-03-27,70.52999877929688,,67.19999694824219,70.52999877929688,,67.19999694824219,70.52999877929688,,68.08999633789062,70.52999877929688,,66.87999725341797,70.52999877929688,,66.95999908447266,0.0,,11305284
2024-04-01,71.08000183105469,,66.0199966430664,71.08000183105469,,66.0199966430664,71.08000183105469,,67.33999633789062,71.08000183105469,,65.61000061035156,71.08000183105469,,67.33999633789062,0.0,,15695679
