,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
,BIMBOA.MX,BOLSAA.MX,GENIUS21.MX,HERDEZ.MX,IVVPESOISHRS.MX,WALMEX.MX,BIMBOA.MX,BOLSAA.MX,GENIUS21.MX,HERDEZ.MX,IVVPESOISHRS.MX,WALMEX.MX,BIMBOA.MX,BOLSAA.MX,GENIUS21.MX,HERDEZ.MX,IVVPESOISHRS.MX,WALMEX.MX,BIMBOA.MX,BOLSAA.MX,GENIUS21.MX,HERDEZ.MX,IVVPESOISHRS.MX,WALMEX.MX,BIMBOA.MX,BOLSAA.MX,GENIUS21.MX,HERDEZ.MX,IVVPESOISHRS.MX,WALMEX.MX,BIMBOA.MX,BOLSAA.MX,GENIUS21.MX,HERDEZ.MX,IVVPESOISHRS.MX,WALMEX.MX
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-14,87.97164154052734,36.6848258972168,41.41999816894531,44.631385803222656,76.3499984741211,69.96900939941406,88.69000244140625,38.86000061035156,41.41999816894531,45.79999923706055,76.3499984741211,70.70999908447266,90.02999877929688,39.849998474121094,41.41999816894531,46.9900016784668,76.3499984741211,71.83999633789062,86.97000122070312,38.369998931884766,41.41999816894531,45.5099983215332,75.79000091552734,70.18000030517578,89.98999786376953,39.720001220703125,41.41999816894531,46.93000030517578,75.79000091552734,71.5,2716856.0,2016693.0,0.0,31884.0,8975.0,15600213.0
2023-02-15,88.85443115234375,36.90195083618164,41.93000030517578,44.33903884887695,76.33999633789062,70.69136047363281,89.58000183105469,39.09000015258789,41.93000030517578,45.5,76.33999633789062,71.44000244140625,89.58999633789062,39.20000076293945,41.93000030517578,46.29999923706055,76.3499984741211,71.73999786376953,87.22000122070312,38.47999954223633,41.93000030517578,45.06999969482422,76.0,70.41000366210938,89.51000213623047,38.81999969482422,41.93000030517578,45.959999084472656,76.3499984741211,70.93000030517578,1687645.0,2400377.0,0.0,93636.0,5379.0,15056248.0
2023-02-16,88.17993927001953,36.81698989868164,41.06999969482422,44.8262825012207,75.72000122070312,70.49345397949219,88.9000015258789,39.0,41.06999969482422,46.0,75.72000122070312,71.23999786376953,89.91000366210938,39.22999954223633,41.06999969482422,46.9900016784668,76.4000015258789,72.33999633789062,88.36000061035156,38.689998626708984,41.06999969482422,45.5,75.69000244140625,70.54000091552734,89.66999816894531,39.0,41.06999969482422,45.52000045776367,76.4000015258789,71.73999786376953,1195381.0,4240155.0,0.0,72501.0,7095.0,8618091.0
2023-02-17,86.68216705322266,36.6848258972168,40.130001068115234,44.105159759521484,75.18000030517578,69.96900939941406,87.38999938964844,38.86000061035156,40.130001068115234,45.2599983215332,75.18000030517578,70.70999908447266,88.87000274658203,39.2400016784668,40.130001068115234,45.849998474121094,75.72000122070312,71.41999816894531,86.0199966430664,38.25,40.130001068115234,45.0,72.08000183105469,70.01000213623047,88.87000274658203,39.2400016784668,40.130001068115234,45.849998474121094,75.72000122070312,71.23999786376953,1391009.0,2466129.0,0.0,315770.0,794779.0,14022935.0
2023-02-20,88.08074951171875,35.58975601196289,40.20000076293945,44.631385803222656,74.43000030517578,69.66226196289062,88.80000305175781,37.70000076293945,40.20000076293945,45.79999923706055,74.43000030517578,70.4000015258789,90.79000091552734,39.209999084472656,40.20000076293945,45.79999923706055,74.43000030517578,71.19000244140625,88.0,37.58000183105469,40.20000076293945,45.11000061035156,74.43000030517578,70.30999755859375,88.0,39.209999084472656,40.20000076293945,45.25,74.43000030517578,70.97000122070312,453255.0,731052.0,0.0,1511.0,608.0,1154792.0
2023-02-21,87.0491714477539,35.76911926269531,39.47999954223633,43.64715576171875,74.0199966430664,69.36540222167969,87.76000213623047,37.88999938964844,39.47999954223633,44.790000915527344,74.0199966430664,70.0999984741211,89.63999938964844,38.15999984741211,39.47999954223633,45.5,74.93000030517578,70.87000274658203,87.58999633789062,37.58000183105469,39.47999954223633,44.119998931884766,73.94000244140625,70.06999969482422,88.72000122070312,38.099998474121094,39.47999954223633,45.15999984741211,74.93000030517578,70.55000305175781,1101181.0,2081494.0,0.0,49062.0,357835.0,10716983.0
2023-02-22,85.98783874511719,34.2303581237793,39.939998626708984,42.85782241821289,73.66000366210938,71.3939208984375,86.69000244140625,36.2599983215332,39.939998626708984,43.97999954223633,73.66000366210938,72.1500015258789,88.58000183105469,37.83000183105469,39.939998626708984,44.25,74.08000183105469,72.23999786376953,86.11000061035156,36.130001068115234,39.939998626708984,43.5099983215332,73.66000366210938,70.12000274658203,87.70999908447266,37.83000183105469,39.939998626708984,44.060001373291016,73.9000015258789,70.12000274658203,2475917.0,1597269.0,0.0,102662.0,62318.0,11522574.0
2023-02-23,86.48379516601562,34.45692443847656,40.439998626708984,43.4425163269043,74.23999786376953,70.1075439453125,87.19000244140625,36.5,40.439998626708984,44.58000183105469,74.23999786376953,70.8499984741211,89.33999633789062,36.68000030517578,40.439998626708984,46.0,74.41999816894531,71.94999694824219,86.86000061035156,35.95000076293945,40.439998626708984,43.75,72.87000274658203,70.66999816894531,87.4800033569336,36.47999954223633,40.439998626708984,44.11000061035156,72.87000274658203,71.94999694824219,1915495.0,2553232.0,0.0,64237.0,196059.0,10943337.0
2023-02-24,87.51536560058594,34.00379180908203,39.95000076293945,43.120933532714844,73.44999694824219,70.15702056884766,88.2300033569336,36.02000045776367,39.95000076293945,44.25,73.44999694824219,70.9000015258789,88.30999755859375,36.34000015258789,39.95000076293945,44.59000015258789,73.45999908447266,71.18000030517578,86.29000091552734,35.869998931884766,39.95000076293945,43.599998474121094,73.2300033569336,70.01000213623047,87.55000305175781,36.2599983215332,39.95000076293945,43.900001525878906,73.2300033569336,70.70999908447266,965643.0,1132115.0,0.0,27908.0,21100.0,8509049.0
2023-02-27,88.53702545166016,33.720584869384766,40.09000015258789,42.89680480957031,73.63999938964844,71.13664245605469,89.26000213623047,35.720001220703125,40.09000015258789,44.02000045776367,73.63999938964844,71.88999938964844,90.98999786376953,36.150001525878906,40.09000015258789,44.40999984741211,74.2300033569336,72.44000244140625,87.2699966430664,35.5,40.09000015258789,44.0,73.63999938964844,70.51000213623047,87.6500015258789,36.150001525878906,40.09000015258789,44.380001068115234,74.2300033569336,70.51000213623047,1108776.0,803212.0,0.0,15947.0,3248.0,6477084.0
2023-02-28,86.52346801757812,33.67338180541992,39.95000076293945,42.292625427246094,73.63999938964844,71.34444427490234,87.2300033569336,35.66999816894531,39.95000076293945,43.400001525878906,73.63999938964844,72.0999984741211,89.80000305175781,36.22999954223633,39.95000076293945,44.400001525878906,74.05999755859375,72.25,86.55000305175781,35.41999816894531,39.95000076293945,42.16999816894531,73.5999984741211,71.30999755859375,89.5,35.68000030517578,39.95000076293945,44.0,73.75,71.70999908447266,4706629.0,1190237.0,0.0,470959.0,107675.0,35606229.0
2023-03-01,86.35484313964844,34.06987380981445,39.2599983215332,43.35481262207031,73.08000183105469,70.38460540771484,87.05999755859375,36.09000015258789,39.2599983215332,44.4900016784668,73.08000183105469,71.12999725341797,88.95999908447266,36.68000030517578,39.2599983215332,44.869998931884766,73.25,72.33999633789062,86.6500015258789,35.5099983215332,39.2599983215332,42.970001220703125,73.0,70.61000061035156,87.19000244140625,35.90999984741211,39.2599983215332,42.970001220703125,73.05000305175781,71.87000274658203,2300790.0,1196345.0,0.0,108807.0,14995.0,13897213.0
2023-03-02,87.326904296875,34.0887565612793,39.630001068115234,43.59843444824219,73.16000366210938,70.50334930419922,88.04000091552734,36.11000061035156,39.630001068115234,44.7400016784668,73.16000366210938,71.25,88.58999633789062,36.349998474121094,39.630001068115234,45.5,73.23999786376953,72.23999786376953,86.45999908447266,35.779998779296875,39.630001068115234,44.41999816894531,72.19999694824219,70.94000244140625,87.6500015258789,36.16999816894531,39.630001068115234,44.79999923706055,72.48999786376953,71.44999694824219,1097866.0,1023826.0,0.0,47100.0,6923.0,9942498.0
2023-03-03,87.75342559814453,34.022674560546875,40.15999984741211,45.24531173706055,74.19999694824219,71.63140869140625,88.47000122070312,36.040000915527344,40.15999984741211,46.43000030517578,74.19999694824219,72.38999938964844,89.79000091552734,36.97999954223633,40.15999984741211,47.08000183105469,74.30000305175781,72.83999633789062,87.79000091552734,35.900001525878906,40.15999984741211,45.310001373291016,73.41000366210938,71.20999908447266,88.26000213623047,36.34000015258789,40.15999984741211,45.720001220703125,73.41000366210938,71.43000030517578,1427977.0,1119594.0,0.0,79445.0,610605.0,10296809.0
2023-03-06,87.17811584472656,34.26811981201172,40.34000015258789,45.80076599121094,74.5,72.25479888916016,87.88999938964844,36.29999923706055,40.34000015258789,47.0,74.5,73.0199966430664,88.9800033569336,36.790000915527344,40.34000015258789,47.54999923706055,74.87999725341797,73.69000244140625,87.25,36.13999938964844,40.34000015258789,45.72999954223633,74.0199966430664,72.11000061035156,88.44999694824219,36.290000915527344,40.34000015258789,47.0,74.0199966430664,72.37999725341797,1378557.0,757831.0,0.0,63493.0,29905.0,6933090.0
2023-03-07,85.3629379272461,34.03211212158203,40.060001373291016,45.14786148071289,73.30000305175781,71.75015258789062,86.05999755859375,36.04999923706055,40.060001373291016,46.33000183105469,73.30000305175781,72.51000213623047,87.58000183105469,36.56999969482422,40.060001373291016,46.540000915527344,74.02999877929688,73.33999633789062,85.66999816894531,35.599998474121094,40.060001373291016,46.279998779296875,73.18000030517578,72.30000305175781,87.55000305175781,36.11000061035156,40.060001373291016,46.349998474121094,74.02999877929688,73.01000213623047,2080400.0,1412206.0,0.0,5813.0,644116.0,11265288.0
2023-03-08,85.78945922851562,34.523006439208984,40.0,44.8262825012207,73.29000091552734,71.74024963378906,86.48999786376953,36.56999969482422,40.0,46.0,73.29000091552734,72.5,86.91999816894531,36.88999938964844,40.0,46.31999969482422,73.3499984741211,73.13999938964844,85.7300033569336,35.79999923706055,40.0,45.40999984741211,72.41999816894531,72.2699966430664,86.45999908447266,36.88999938964844,40.0,46.31999969482422,73.3499984741211,72.4800033569336,1632619.0,1542764.0,0.0,49621.0,527277.0,8476440.0
2023-03-09,85.45221710205078,33.92826843261719,40.0,45.27454376220703,72.48999786376953,71.28507232666016,86.1500015258789,35.939998626708984,40.0,46.459999084472656,72.48999786376953,72.04000091552734,87.58999633789062,36.7400016784668,40.0,46.7599983215332,73.83000183105469,72.73999786376953,85.80000305175781,35.810001373291016,40.0,45.779998779296875,72.48999786376953,71.66999816894531,86.87000274658203,36.63999938964844,40.0,46.34000015258789,73.83000183105469,72.2300033569336,1855158.0,898436.0,0.0,58825.0,2879.0,13046022.0
