Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,AWK,CHWY,FDX,MSFT,NFLX,NVDA,ORCL,XXII,AMZN,AWK,CHWY,FDX,MSFT,NFLX,NVDA,ORCL,XXII,AMZN,AWK,CHWY,FDX,MSFT,NFLX,NVDA,ORCL,XXII,AMZN,AWK,CHWY,FDX,MSFT,NFLX,NVDA,ORCL,XXII,AMZN,AWK,CHWY,FDX,MSFT,NFLX,NVDA,ORCL,XXII,AMZN,AWK,CHWY,FDX,MSFT,NFLX,NVDA,ORCL,XXII
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02,149.92999267578125,131.2808074951172,22.350000381469727,248.38758850097656,368.8540954589844,468.5,48.15766525268555,103.03398895263672,2.880000114440918,149.92999267578125,133.50999450683594,22.350000381469727,252.24000549316406,370.8699951171875,468.5,48.167999267578125,104.05999755859375,2.880000114440918,152.3800048828125,134.02000427246094,23.540000915527344,252.94000244140625,375.8999938964844,484.6499938964844,49.29499816894531,104.68000030517578,2.944000005722046,148.38999938964844,130.77000427246094,22.139999389648438,250.22999572753906,366.7699890136719,461.8599853515625,47.595001220703125,102.44000244140625,2.815999984741211,151.5399932861328,131.19000244140625,23.200000762939453,251.50999450683594,373.8599853515625,483.19000244140625,49.24399948120117,104.5199966430664,2.9119999408721924,47339400,1132400,11173000,2488000,25258600,5049400,411254000,9597500,66600
2024-01-03,148.47000122070312,131.2808074951172,20.8799991607666,243.8578338623047,368.5855712890625,470.260009765625,47.55879592895508,101.44976043701172,2.7360000610351562,148.47000122070312,133.50999450683594,20.8799991607666,247.63999938964844,370.6000061035156,470.260009765625,47.569000244140625,102.45999908447266,2.7360000610351562,151.0500030517578,133.99000549316406,21.950000762939453,250.27000427246094,373.260009765625,475.04998779296875,48.183998107910156,103.37999725341797,2.815999984741211,148.3300018310547,132.44000244140625,20.84000015258789,245.8000030517578,368.510009765625,465.7699890136719,47.31999969482422,101.73999786376953,2.640000104904175,149.1999969482422,133.1999969482422,21.84000015258789,250.27000427246094,369.010009765625,467.32000732421875,47.48500061035156,103.30000305175781,2.7200000286102295,49425500,998800,9263600,2949900,23083500,3443700,320896000,9455600,41181
2024-01-04,144.57000732421875,129.56002807617188,20.729999542236328,241.54371643066406,365.94000244140625,474.6700134277344,47.98770523071289,101.57847595214844,2.752000093460083,144.57000732421875,131.75999450683594,20.729999542236328,245.2899932861328,367.94000244140625,474.6700134277344,47.99800109863281,102.58999633789062,2.752000093460083,147.3800048828125,133.6999969482422,21.184999465942383,247.74000549316406,373.1000061035156,480.739990234375,48.5,103.36000061035156,2.799999952316284,144.0500030517578,131.44000244140625,20.639999389648438,245.0800018310547,367.1700134277344,466.5299987792969,47.507999420166016,102.4000015258789,2.624000072479248,145.58999633789062,133.27000427246094,20.770000457763672,247.25,370.6700134277344,472.9800109863281,47.766998291015625,102.7699966430664,2.671999931335449,56039800,816400,6583400,2911800,20901500,3636500,306535000,6822300,53419
2024-01-05,145.24000549316406,129.68785095214844,20.43000030517578,243.04051208496094,365.75103759765625,474.05999755859375,49.086463928222656,101.71710205078125,2.880000114440918,145.24000549316406,131.88999938964844,20.43000030517578,246.80999755859375,367.75,474.05999755859375,49.09700012207031,102.7300033569336,2.880000114440918,146.58999633789062,132.88999938964844,21.010000228881836,248.8300018310547,372.05999755859375,479.54998779296875,49.547000885009766,103.72000122070312,2.880000114440918,144.52999877929688,130.41000366210938,20.170000076293945,244.50999450683594,366.5,471.79998779296875,48.305999755859375,102.29000091552734,2.6559998989105225,144.69000244140625,131.35000610351562,20.3799991607666,245.0399932861328,368.9700012207031,476.5,48.46200180053711,102.52999877929688,2.7679998874664307,45124800,862100,5888400,2267600,20987000,2612500,415039000,6131500,94963
2024-01-08,149.10000610351562,130.8186492919922,20.690000534057617,244.79331970214844,372.6533508300781,485.0299987792969,52.24178695678711,103.6280746459961,3.0880000591278076,149.10000610351562,133.0399932861328,20.690000534057617,248.58999633789062,374.69000244140625,485.0299987792969,52.25299835205078,104.66000366210938,3.0880000591278076,149.39999389648438,133.13999938964844,20.8439998626709,249.83999633789062,375.20001220703125,485.239990234375,52.275001525878906,104.7699966430664,3.1040000915527344,146.14999389648438,130.72999572753906,20.18000030517578,246.11000061035156,369.010009765625,473.6499938964844,49.479000091552734,102.12999725341797,2.7360000610351562,146.74000549316406,131.47999572753906,20.489999771118164,248.27000427246094,369.29998779296875,473.8900146484375,49.512001037597656,102.94000244140625,2.9119999408721924,46757100,1026400,6493200,2226700,23134000,3675800,642510000,7038700,126575
2024-01-09,151.3699951171875,130.523681640625,21.149999618530273,243.47378540039062,373.74737548828125,482.0899963378906,53.12860107421875,102.60822296142578,2.944000005722046,151.3699951171875,132.74000549316406,21.149999618530273,247.25,375.7900085449219,482.0899963378906,53.13999938964844,103.62999725341797,2.944000005722046,151.7100067138672,134.83999633789062,21.899999618530273,248.7100067138672,375.989990234375,485.0899963378906,54.32500076293945,104.4800033569336,3.5199999809265137,148.2100067138672,131.75999450683594,20.450000762939453,246.63999938964844,371.19000244140625,473.79998779296875,51.689998626708984,103.29000091552734,2.8959999084472656,148.3300018310547,132.3000030517578,20.5,247.10000610351562,372.010009765625,475.5299987792969,52.4010009765625,103.8499984741211,3.1040000915527344,43812600,1202000,9349100,1514100,20830000,3526800,773100000,6725200,217950
2024-01-10,153.72999572753906,131.3889617919922,19.940000534057617,246.9794158935547,380.68939208984375,478.3299865722656,54.338340759277344,103.29407501220703,3.0239999294281006,153.72999572753906,133.6199951171875,19.940000534057617,250.80999755859375,382.7699890136719,478.3299865722656,54.349998474121094,103.91999816894531,3.0239999294281006,154.4199981689453,134.3000030517578,20.49799919128418,251.08999633789062,384.1700134277344,487.0,54.599998474121094,104.06999969482422,3.0239999294281006,151.8800048828125,132.77999877929688,19.770000457763672,246.02999877929688,376.32000732421875,472.95001220703125,53.48899841308594,102.72000122070312,2.815999984741211,152.05999755859375,133.10000610351562,19.799999237060547,246.7899932861328,376.3699951171875,481.6000061035156,53.61600112915039,103.08999633789062,2.927999973297119,44421800,614000,17438000,1968700,25514200,4342400,533796000,7270500,76650
2024-01-11,155.17999267578125,129.3338623046875,20.030000686645508,247.01881408691406,382.539306640625,492.2300109863281,54.810237884521484,104.13894653320312,2.815999984741211,155.17999267578125,131.52999877929688,20.030000686645508,250.85000610351562,384.6300048828125,492.2300109863281,54.821998596191406,104.7699966430664,2.815999984741211,157.1699981689453,133.57000732421875,20.760000228881836,251.72999572753906,390.67999267578125,503.4100036621094,55.34600067138672,104.83999633789062,2.8959999084472656,153.1199951171875,130.4499969482422,19.59000015258789,248.38999938964844,380.3800048828125,483.82000732421875,53.560001373291016,103.54000091552734,2.7360000610351562,155.0399932861328,133.32000732421875,20.600000381469727,250.13999938964844,386.0,492.5400085449219,54.999000549316406,104.3499984741211,2.8959999084472656,49072700,878600,18378200,2020400,27850800,7993300,596759000,6119000,68819
2024-01-12,154.6199951171875,130.0025177001953,19.139999389648438,244.7736358642578,386.3584289550781,492.1600036621094,54.69825744628906,105.95793151855469,2.8959999084472656,154.6199951171875,132.2100067138672,19.139999389648438,248.57000732421875,388.4700012207031,492.1600036621094,54.709999084472656,106.5999984741211,2.8959999084472656,156.1999969482422,133.0500030517578,20.450000762939453,251.52999877929688,388.67999267578125,500.7900085449219,54.970001220703125,106.69999694824219,3.0399999618530273,154.00999450683594,131.72000122070312,19.03499984741211,247.60000610351562,384.6499938964844,490.6099853515625,54.33000183105469,104.97000122070312,2.8480000495910645,155.38999938964844,132.3000030517578,20.290000915527344,250.27000427246094,385.489990234375,500.510009765625,54.619998931884766,105.0999984741211,2.864000082015991,40460300,673200,12504700,1603600,21645700,4996600,352994000,9696700,80769
