mod.coef-mat.coef
487445439.56263924,487445274.9308649,487434427.1665049,487444325.0796794,487446882.9207649,487446562.66271454,487444521.94390905,487433961.60993546,487445240.4736686,487445467.8855163,487444859.78824306,487445240.37839067,487445420.2559796,487445091.3203029,487445830.8325414,487445341.3171835,487445289.1278187,487446540.7665733,487447389.5984017,487444477.7529917,487445404.4212673,487445421.4159211,487445581.29021937,487445362.99570334
182037653.84253928,182037489.21076494,182026641.446405,182036539.3595795,182039097.20066497,182038776.94261461,182036736.22380912,182026175.88983554,182037454.75356865,182037682.16541636,182037074.06814316,182037454.65829074,182037634.53587967,182037305.600203,182038045.11244148,182037555.59708354,182037503.40771878,182038755.04647338,182039603.8783018,182036692.03289178,182037618.70116737,182037635.69582114,182037795.57011944,182037577.2756034
146699625.5872393,146699460.95546496,146688613.191105,146698511.10427952,146701068.94536498,146700748.68731463,146698707.96850914,146688147.63453555,146699426.49826866,146699653.91011637,146699045.81284317,146699426.40299076,146699606.2805797,146699277.34490302,146700016.8571415,146699527.34178355,146699475.1524188,146700726.7911734,146701575.6230018,146698663.7775918,146699590.4458674,146699607.44052115,146699767.31481946,146699549.02030343
7664360515.204239,7664360350.572465,7664349502.8081045,7664359400.721279,7664361958.562365,7664361638.304315,7664359597.585509,7664349037.251535,7664360316.115269,7664360543.527116,7664359935.429843,7664360316.019991,7664360495.897579,7664360166.961903,7664360906.474141,7664360416.958783,7664360364.769419,7664361616.408174,7664362465.240002,7664359553.394591,7664360480.062867,7664360497.057521,7664360656.931819,7664360438.637303
8289547.8542392785,8289383.22246493,8278535.458104972,8288433.3712795,8290991.212364966,8290670.954314607,8288630.235509118,8278069.901535533,8289348.7652686415,8289576.17711635,8288968.079843146,8289348.669990732,8289528.547579673,8289199.611902983,8289939.124141474,8289449.608783536,8289397.419418779,8290649.058173371,8291497.890001785,8288586.04459176,8289512.712867353,8289529.707521131,8289689.581819436,8289471.287303409
5726278.020239278,5726113.38846493,5715265.624104971,5725163.5372795,5727721.378364965,5727401.120314606,5725360.401509117,5714800.067535533,5726078.931268641,5726306.34311635,5725698.245843145,5726078.835990732,5726258.713579672,5725929.777902982,5726669.2901414735,5726179.774783535,5726127.5854187785,5727379.22417337,5728228.056001784,5725316.2105917595,5726242.878867352,5726259.8735211305,5726419.747819435,5726201.453303408
404731783.2302393,404731618.5984649,404720770.83410496,404730668.74727947,404733226.58836496,404732906.3303146,404730865.6115091,404720305.2775355,404731584.1412686,404731811.5531163,404731203.4558431,404731584.0459907,404731763.92357963,404731434.98790294,404732174.50014144,404731684.98478353,404731632.79541874,404732884.43417335,404733733.26600176,404730821.4205917,404731748.0888673,404731765.0835211,404731924.9578194,404731706.6633034
10584073.188239278,10583908.556464931,10573060.792104973,10582958.705279501,10585516.546364967,10585196.288314607,10583155.569509119,10572595.235535534,10583874.099268643,10584101.51111635,10583493.413843147,10583874.003990734,10584053.881579675,10583724.945902985,10584464.458141474,10583974.942783536,10583922.753418779,10585174.392173372,10586023.224001786,10583111.378591761,10584038.046867354,10584055.041521132,10584214.915819436,10583996.62130341
9306870.705949279,9306706.074174931,9295858.309814973,9305756.222989501,9308314.064074967,9307993.806024607,9305953.08721912,9295392.753245534,9306671.616978643,9306899.02882635,9306290.931553148,9306671.521700734,9306851.399289675,9306522.463612985,9307261.975851474,9306772.460493537,9306720.27112878,9307971.909883372,9308820.741711786,9305908.896301761,9306835.564577354,9306852.559231132,9307012.433529437,9306794.13901341
8900963.966039278,8900799.33426493,8889951.569904972,8899849.4830795,8902407.324164966,8902087.066114606,8900046.347309118,8889486.013335533,8900764.877068643,8900992.28891635,8900384.191643147,8900764.781790733,8900944.659379674,8900615.723702984,8901355.235941473,8900865.720583536,8900813.531218778,8902065.169973372,8902914.001801785,8900002.15639176,8900928.824667353,8900945.819321131,8901105.693619436,8900887.399103409
28045299.14223928,28045134.51046493,28034286.746104974,28044184.6592795,28046742.500364967,28046422.242314607,28044381.52350912,28033821.189535532,28045100.05326864,28045327.46511635,28044719.367843147,28045099.957990732,28045279.835579675,28044950.899902984,28045690.412141476,28045200.89678354,28045148.70741878,28046400.346173372,28047249.178001788,28044337.33259176,28045264.000867352,28045280.995521132,28045440.869819436,28045222.57530341
335459564.5732393,335459399.94146496,335448552.177105,335458450.0902795,335461007.931365,335460687.67331463,335458646.95450914,335448086.62053555,335459365.48426867,335459592.8961164,335458984.79884315,335459365.38899076,335459545.2665797,335459216.330903,335459955.8431415,335459466.3277836,335459414.1384188,335460665.7771734,335461514.6090018,335458602.76359177,335459529.43186736,335459546.4265212,335459706.30081946,335459488.0063034
13882893060.35324,13882892895.721464,13882882047.957106,13882891945.87028,13882894503.711365,13882894183.453314,13882892142.734509,13882881582.400536,13882892861.264269,13882893088.676117,13882892480.578844,13882892861.168991,13882893041.04658,13882892712.110903,13882893451.623142,13882892962.107784,13882892909.918419,13882894161.557173,13882895010.389002,13882892098.543592,13882893025.211868,13882893042.206522,13882893202.08082,13882892983.786303
61329200.025239274,61329035.39346493,61318187.62910497,61328085.5422795,61330643.38336497,61330323.12531461,61328282.40650912,61317722.07253553,61329000.93626864,61329228.348116346,61328620.250843145,61329000.84099073,61329180.71857967,61328851.78290298,61329591.29514147,61329101.77978353,61329049.59041878,61330301.22917337,61331150.061001785,61328238.21559176,61329164.88386735,61329181.87852113,61329341.752819434,61329123.45830341
