mod.coef-mat.coef
2721742.5202392777,2721577.8884649295,2710730.1241049715,2720628.0372794997,2723185.878364966,2722865.620314607,2720824.901509118,2710264.5675355326,2721543.4312686413,2721770.8431163495,2721162.745843146,2721543.335990732,2721723.2135796733,2721394.277902983,2722133.7901414735,2721644.274783536,2721592.0854187785,2722843.7241733707,2723692.556001785,2720780.7105917605,2721707.3788673524,2721724.3735211305,2721884.2478194353,2721665.953303408
269790669.0232393,269790504.39146495,269779656.627105,269789554.5402795,269792112.381365,269791792.1233146,269789751.4045091,269779191.07053554,269790469.93426865,269790697.34611636,269790089.24884313,269790469.83899075,269790649.7165797,269790320.780903,269791060.2931415,269790570.7777836,269790518.5884188,269791770.2271734,269792619.0590018,269789707.21359175,269790633.88186735,269790650.87652117,269790810.75081944,269790592.4563034
2108017.853239278,2107853.2214649296,2097005.4571049716,2106903.3702795,2109461.211364966,2109140.953314607,2107100.234509118,2096539.900535533,2107818.7642686414,2108046.1761163496,2107438.078843146,2107818.668990732,2107998.5465796734,2107669.610902983,2108409.1231414736,2107919.607783536,2107867.4184187786,2109119.057173371,2109967.8890017853,2107056.0435917606,2107982.7118673525,2107999.7065211306,2108159.5808194354,2107941.286303408
2404979.5202392777,2404814.8884649295,2393967.1241049715,2403865.0372794997,2406422.878364966,2406102.620314607,2404061.901509118,2393501.5675355326,2404780.4312686413,2405007.8431163495,2404399.745843146,2404780.335990732,2404960.2135796733,2404631.277902983,2405370.7901414735,2404881.274783536,2404829.0854187785,2406080.7241733707,2406929.556001785,2404017.7105917605,2404944.3788673524,2404961.3735211305,2405121.2478194353,2404902.953303408
603049.0202392781,602884.3884649299,592036.6241049716,601934.5372794998,604492.378364966,604172.1203146069,602131.401509118,591571.067535533,602849.9312686416,603077.3431163497,602469.245843146,602849.8359907323,603029.7135796734,602700.7779029831,603440.2901414738,602950.7747835359,602898.5854187787,604150.2241733706,604999.0560017852,602087.2105917605,603013.8788673526,603030.8735211308,603190.7478194354,602972.4533034081
1169110.020239278,1168945.3884649298,1158097.6241049715,1167995.5372794997,1170553.378364966,1170233.1203146067,1168192.4015091178,1157632.0675355329,1168910.9312686415,1169138.3431163495,1168530.245843146,1168910.835990732,1169090.7135796733,1168761.777902983,1169501.2901414735,1169011.7747835356,1168959.5854187785,1170211.2241733705,1171060.056001785,1168148.2105917602,1169074.8788673526,1169091.8735211308,1169251.7478194353,1169033.453303408
6998762.187239278,6998597.55546493,6987749.791104971,6997647.7042795,7000205.545364966,6999885.287314607,6997844.568509118,6987284.234535533,6998563.098268641,6998790.51011635,6998182.412843145,6998563.002990732,6998742.880579673,6998413.944902983,6999153.457141474,6998663.941783535,6998611.752418779,6999863.39117337,7000712.223001785,6997800.37759176,6998727.045867353,6998744.040521131,6998903.914819435,6998685.620303408
4135176.853239278,4135012.2214649296,4124164.4571049716,4134062.3702795,4136620.211364966,4136299.953314607,4134259.234509118,4123698.9005355327,4134977.7642686414,4135205.1761163496,4134597.078843146,4134977.668990732,4135157.5465796734,4134828.610902983,4135568.1231414736,4135078.607783536,4135026.4184187786,4136278.057173371,4137126.8890017853,4134215.0435917606,4135141.7118673525,4135158.7065211306,4135318.5808194354,4135100.286303408
103600.85323927806,103436.22146492983,92588.45710497165,102486.3702794998,105044.21136496603,104723.95331460686,102683.234509118,92122.90053553294,103401.76426864156,103629.17611634968,103021.078843146,103401.66899073226,103581.5465796734,103252.6109029831,103992.12314147373,103502.60778353584,103450.41841877867,104702.05717337065,105550.88900178517,102639.04359176042,103565.71186735263,103582.70652113076,103742.58081943539,103524.28630340812
274458941.9697393,274458777.33796495,274447929.573605,274457827.4867795,274460385.327865,274460065.0698146,274458024.35100913,274447464.01703554,274458742.88076866,274458970.29261637,274458362.19534314,274458742.78549075,274458922.6630797,274458593.727403,274459333.2396415,274458843.7242836,274458791.5349188,274460043.1736734,274460892.0055018,274457980.16009176,274458906.82836735,274458923.8230212,274459083.69731945,274458865.4028034
